nsub,bloque,altura,condicion,itrial,distancia,respuesta
10.0,0.0,0.0,0.0,2.0,2.9,1.0
10.0,0.0,0.0,0.0,1.0,2.0,0.1
10.0,0.0,0.0,0.0,4.0,6.0,4.0
10.0,0.0,0.0,0.0,4.0,6.0,5.0
10.0,0.0,0.0,0.0,1.0,2.0,0.8
10.0,0.0,0.0,0.0,2.0,2.9,1.5
10.0,0.0,0.0,0.0,1.0,2.0,1.0
10.0,0.0,0.0,0.0,3.0,4.2,1.5
10.0,0.0,0.0,0.0,3.0,4.2,3.0
10.0,0.0,0.0,0.0,4.0,6.0,4.0
10.0,0.0,0.0,0.0,2.0,2.9,2.0
10.0,0.0,0.0,0.0,3.0,4.2,3.0
10.0,0.0,0.0,0.0,1.0,2.0,0.5
10.0,0.0,0.0,0.0,3.0,4.2,4.0
10.0,0.0,0.0,0.0,2.0,2.9,2.0
10.0,0.0,0.0,0.0,2.0,2.9,1.0
10.0,0.0,0.0,0.0,3.0,4.2,2.8
10.0,0.0,0.0,0.0,4.0,6.0,4.0
10.0,0.0,0.0,0.0,4.0,6.0,2.5
10.0,0.0,0.0,0.0,2.0,2.9,1.5
