nsub,bloque,altura,condicion,itrial,distancia,respuesta
18.0,0.0,0.0,0.0,2.0,2.9,1.5
18.0,0.0,0.0,0.0,3.0,4.2,3.0
18.0,0.0,0.0,0.0,3.0,4.2,3.0
18.0,0.0,0.0,0.0,2.0,2.9,1.5
18.0,0.0,0.0,0.0,3.0,4.2,2.0
18.0,0.0,0.0,0.0,2.0,2.9,1.0
18.0,0.0,0.0,0.0,1.0,2.0,0.75
18.0,0.0,0.0,0.0,2.0,2.9,2.0
18.0,0.0,0.0,0.0,4.0,6.0,4.5
18.0,0.0,0.0,0.0,4.0,6.0,3.0
18.0,0.0,0.0,0.0,1.0,2.0,1.0
18.0,0.0,0.0,0.0,1.0,2.0,0.75
18.0,0.0,0.0,0.0,2.0,2.9,2.0
18.0,0.0,0.0,0.0,4.0,6.0,5.0
18.0,0.0,0.0,0.0,3.0,4.2,4.0
18.0,0.0,0.0,0.0,1.0,2.0,1.5
18.0,0.0,0.0,0.0,4.0,6.0,6.0
18.0,0.0,0.0,0.0,3.0,4.2,3.5
18.0,0.0,0.0,0.0,2.0,2.9,2.0
18.0,0.0,0.0,0.0,4.0,6.0,5.0
