"nsub" "bloque" "altura" "condicion" "trial" "distancia" "respuesta" "condicion_posicion" "condicion_sonido"
6 2 0 2 3 4.2 3 "PISO" "ROVED"
6 2 0 2 3 4.2 3 "PISO" "ROVED"
6 2 0 2 1 2 1 "PISO" "ROVED"
6 2 0 2 4 6 3 "PISO" "ROVED"
6 2 0 2 4 6 3 "PISO" "ROVED"
6 2 0 2 1 2 1 "PISO" "ROVED"
6 2 0 2 3 4.2 3 "PISO" "ROVED"
6 2 0 2 1 2 2 "PISO" "ROVED"
6 2 0 2 2 2.9 2 "PISO" "ROVED"
6 2 0 2 1 2 1 "PISO" "ROVED"
6 2 0 2 3 4.2 3 "PISO" "ROVED"
6 2 0 2 2 2.9 2 "PISO" "ROVED"
7 3 1 0 2 2.9 1 "CABEZA" "NORMAL"
7 3 1 0 3 4.2 2 "CABEZA" "NORMAL"
7 3 1 0 2 2.9 1.5 "CABEZA" "NORMAL"
7 3 1 0 1 2 1 "CABEZA" "NORMAL"
7 3 1 0 4 6 3 "CABEZA" "NORMAL"
7 3 1 0 4 6 4 "CABEZA" "NORMAL"
7 3 1 0 1 2 1.5 "CABEZA" "NORMAL"
7 3 1 0 3 4.2 1 "CABEZA" "NORMAL"
7 3 1 0 2 2.9 1.5 "CABEZA" "NORMAL"
7 3 1 0 3 4.2 2 "CABEZA" "NORMAL"
7 3 1 0 1 2 1.5 "CABEZA" "NORMAL"
7 3 1 0 4 6 2.5 "CABEZA" "NORMAL"
7 3 1 0 1 2 1.5 "CABEZA" "NORMAL"
7 3 1 0 2 2.9 1 "CABEZA" "NORMAL"
7 3 1 0 4 6 3 "CABEZA" "NORMAL"
7 3 1 0 1 2 1 "CABEZA" "NORMAL"
7 3 1 0 3 4.2 2 "CABEZA" "NORMAL"
7 3 1 0 3 4.2 2 "CABEZA" "NORMAL"
7 3 1 0 4 6 3 "CABEZA" "NORMAL"
7 3 1 0 2 2.9 1.5 "CABEZA" "NORMAL"
7 5 1 2 4 6 3 "CABEZA" "ROVED"
7 5 1 2 3 4.2 4 "CABEZA" "ROVED"
7 5 1 2 4 6 3 "CABEZA" "ROVED"
7 5 1 2 2 2.9 2 "CABEZA" "ROVED"
7 5 1 2 2 2.9 2.5 "CABEZA" "ROVED"
7 5 1 2 3 4.2 3 "CABEZA" "ROVED"
7 5 1 2 1 2 2 "CABEZA" "ROVED"
7 5 1 2 2 2.9 2 "CABEZA" "ROVED"
7 5 1 2 1 2 2 "CABEZA" "ROVED"
7 5 1 2 4 6 3 "CABEZA" "ROVED"
7 5 1 2 2 2.9 2 "CABEZA" "ROVED"
7 5 1 2 3 4.2 3.5 "CABEZA" "ROVED"
7 5 1 2 1 2 3 "CABEZA" "ROVED"
7 5 1 2 1 2 2 "CABEZA" "ROVED"
7 5 1 2 4 6 3 "CABEZA" "ROVED"
7 5 1 2 4 6 3 "CABEZA" "ROVED"
7 5 1 2 1 2 2 "CABEZA" "ROVED"
7 5 1 2 3 4.2 2 "CABEZA" "ROVED"
7 5 1 2 3 4.2 3 "CABEZA" "ROVED"
7 5 1 2 4 6 2 "CABEZA" "ROVED"
7 0 0 0 3 4.2 2 "PISO" "NORMAL"
7 0 0 0 4 6 3 "PISO" "NORMAL"
7 0 0 0 2 2.9 1 "PISO" "NORMAL"
7 0 0 0 3 4.2 1 "PISO" "NORMAL"
7 0 0 0 4 6 1.5 "PISO" "NORMAL"
7 0 0 0 1 2 1 "PISO" "NORMAL"
7 0 0 0 1 2 1.5 "PISO" "NORMAL"
7 0 0 0 3 4.2 2 "PISO" "NORMAL"
7 0 0 0 3 4.2 2 "PISO" "NORMAL"
7 0 0 0 1 2 1 "PISO" "NORMAL"
7 0 0 0 1 2 1 "PISO" "NORMAL"
7 0 0 0 2 2.9 2 "PISO" "NORMAL"
7 0 0 0 4 6 3 "PISO" "NORMAL"
7 0 0 0 4 6 3 "PISO" "NORMAL"
7 0 0 0 1 2 1 "PISO" "NORMAL"
7 0 0 0 2 2.9 1.5 "PISO" "NORMAL"
7 0 0 0 3 4.2 1.5 "PISO" "NORMAL"
7 0 0 0 2 2.9 2 "PISO" "NORMAL"
7 0 0 0 3 4.2 2.5 "PISO" "NORMAL"
7 0 0 0 4 6 2.5 "PISO" "NORMAL"
7 2 0 2 1 2 1 "PISO" "ROVED"
7 2 0 2 2 2.9 2 "PISO" "ROVED"
7 2 0 2 1 2 1 "PISO" "ROVED"
7 2 0 2 2 2.9 2 "PISO" "ROVED"
7 2 0 2 2 2.9 2.5 "PISO" "ROVED"
7 2 0 2 4 6 3 "PISO" "ROVED"
7 2 0 2 3 4.2 3.5 "PISO" "ROVED"
7 2 0 2 2 2.9 2 "PISO" "ROVED"
7 2 0 2 1 2 1.5 "PISO" "ROVED"
7 2 0 2 3 4.2 3 "PISO" "ROVED"
7 2 0 2 4 6 3.5 "PISO" "ROVED"
7 2 0 2 3 4.2 3 "PISO" "ROVED"
7 2 0 2 4 6 4.6 "PISO" "ROVED"
7 2 0 2 1 2 1.5 "PISO" "ROVED"
7 2 0 2 3 4.2 2 "PISO" "ROVED"
7 2 0 2 3 4.2 2.5 "PISO" "ROVED"
7 2 0 2 1 2 1 "PISO" "ROVED"
7 2 0 2 1 2 1 "PISO" "ROVED"
7 2 0 2 4 6 2 "PISO" "ROVED"
7 2 0 2 4 6 2.5 "PISO" "ROVED"
8 3 1 0 3 4.2 4 "CABEZA" "NORMAL"
8 3 1 0 1 2 3 "CABEZA" "NORMAL"
8 3 1 0 3 4.2 2 "CABEZA" "NORMAL"
8 3 1 0 3 4.2 2 "CABEZA" "NORMAL"
8 3 1 0 2 2.9 1 "CABEZA" "NORMAL"
8 3 1 0 1 2 1 "CABEZA" "NORMAL"
8 3 1 0 2 2.9 3 "CABEZA" "NORMAL"
8 3 1 0 4 6 4 "CABEZA" "NORMAL"
8 3 1 0 3 4.2 2 "CABEZA" "NORMAL"
8 3 1 0 4 6 3 "CABEZA" "NORMAL"
8 3 1 0 1 2 2 "CABEZA" "NORMAL"
8 3 1 0 4 6 3 "CABEZA" "NORMAL"
8 3 1 0 2 2.9 2 "CABEZA" "NORMAL"
8 3 1 0 1 2 1 "CABEZA" "NORMAL"
8 3 1 0 4 6 2 "CABEZA" "NORMAL"
8 3 1 0 4 6 3 "CABEZA" "NORMAL"
8 3 1 0 1 2 2 "CABEZA" "NORMAL"
8 3 1 0 2 2.9 1 "CABEZA" "NORMAL"
8 3 1 0 2 2.9 2 "CABEZA" "NORMAL"
8 3 1 0 3 4.2 3 "CABEZA" "NORMAL"
8 5 1 2 1 2 4 "CABEZA" "ROVED"
8 5 1 2 2 2.9 6 "CABEZA" "ROVED"
8 5 1 2 3 4.2 2 "CABEZA" "ROVED"
8 5 1 2 1 2 1 "CABEZA" "ROVED"
8 5 1 2 4 6 5 "CABEZA" "ROVED"
8 5 1 2 1 2 1 "CABEZA" "ROVED"
8 5 1 2 2 2.9 2 "CABEZA" "ROVED"
8 5 1 2 2 2.9 1 "CABEZA" "ROVED"
8 5 1 2 3 4.2 4 "CABEZA" "ROVED"
8 5 1 2 4 6 2 "CABEZA" "ROVED"
8 5 1 2 3 4.2 3 "CABEZA" "ROVED"
8 5 1 2 1 2 1 "CABEZA" "ROVED"
8 5 1 2 2 2.9 1 "CABEZA" "ROVED"
8 5 1 2 2 2.9 2 "CABEZA" "ROVED"
8 5 1 2 1 2 1 "CABEZA" "ROVED"
8 5 1 2 3 4.2 3 "CABEZA" "ROVED"
8 5 1 2 4 6 4 "CABEZA" "ROVED"
8 5 1 2 4 6 3 "CABEZA" "ROVED"
8 5 1 2 4 6 2 "CABEZA" "ROVED"
8 5 1 2 1 2 1 "CABEZA" "ROVED"
8 0 0 0 4 6 5 "PISO" "NORMAL"
8 0 0 0 4 6 2 "PISO" "NORMAL"
8 0 0 0 3 4.2 2 "PISO" "NORMAL"
8 0 0 0 2 2.9 3 "PISO" "NORMAL"
8 0 0 0 3 4.2 2 "PISO" "NORMAL"
8 0 0 0 4 6 4 "PISO" "NORMAL"
8 0 0 0 3 4.2 2 "PISO" "NORMAL"
8 0 0 0 4 6 5 "PISO" "NORMAL"
8 0 0 0 2 2.9 2 "PISO" "NORMAL"
8 0 0 0 1 2 2 "PISO" "NORMAL"
8 0 0 0 1 2 2 "PISO" "NORMAL"
8 0 0 0 4 6 4 "PISO" "NORMAL"
8 0 0 0 2 2.9 4 "PISO" "NORMAL"
8 0 0 0 1 2 2 "PISO" "NORMAL"
8 0 0 0 1 2 1 "PISO" "NORMAL"
8 0 0 0 4 6 5 "PISO" "NORMAL"
8 0 0 0 2 2.9 2 "PISO" "NORMAL"
8 0 0 0 2 2.9 4 "PISO" "NORMAL"
8 0 0 0 1 2 1 "PISO" "NORMAL"
8 0 0 0 3 4.2 5 "PISO" "NORMAL"
8 2 0 2 2 2.9 3 "PISO" "ROVED"
8 2 0 2 4 6 2 "PISO" "ROVED"
8 2 0 2 4 6 4 "PISO" "ROVED"
8 2 0 2 1 2 5 "PISO" "ROVED"
8 2 0 2 3 4.2 3 "PISO" "ROVED"
8 2 0 2 2 2.9 2 "PISO" "ROVED"
8 2 0 2 1 2 5 "PISO" "ROVED"
8 2 0 2 2 2.9 6 "PISO" "ROVED"
8 2 0 2 2 2.9 4 "PISO" "ROVED"
8 2 0 2 1 2 2 "PISO" "ROVED"
8 2 0 2 1 2 1 "PISO" "ROVED"
8 2 0 2 3 4.2 4 "PISO" "ROVED"
8 2 0 2 1 2 5 "PISO" "ROVED"
8 2 0 2 4 6 3 "PISO" "ROVED"
8 2 0 2 3 4.2 4 "PISO" "ROVED"
8 2 0 2 3 4.2 2 "PISO" "ROVED"
8 2 0 2 2 2.9 5 "PISO" "ROVED"
8 2 0 2 2 2.9 3 "PISO" "ROVED"
8 2 0 2 4 6 3 "PISO" "ROVED"
8 2 0 2 4 6 4 "PISO" "ROVED"
9 3 1 0 4 6 2.3 "CABEZA" "NORMAL"
9 3 1 0 1 2 0.7 "CABEZA" "NORMAL"
9 3 1 0 3 4.2 1.7 "CABEZA" "NORMAL"
9 3 1 0 3 4.2 1.2 "CABEZA" "NORMAL"
9 3 1 0 4 6 2 "CABEZA" "NORMAL"
9 3 1 0 4 6 2 "CABEZA" "NORMAL"
9 3 1 0 1 2 0.5 "CABEZA" "NORMAL"
9 3 1 0 1 2 0.7 "CABEZA" "NORMAL"
9 3 1 0 1 2 0.7 "CABEZA" "NORMAL"
9 3 1 0 1 2 0.7 "CABEZA" "NORMAL"
9 3 1 0 2 2.9 1 "CABEZA" "NORMAL"
9 3 1 0 3 4.2 1.3 "CABEZA" "NORMAL"
9 3 1 0 2 2.9 1 "CABEZA" "NORMAL"
9 3 1 0 4 6 1.3 "CABEZA" "NORMAL"
9 3 1 0 4 6 2 "CABEZA" "NORMAL"
9 3 1 0 3 4.2 1.5 "CABEZA" "NORMAL"
9 3 1 0 2 2.9 1.1 "CABEZA" "NORMAL"
9 3 1 0 3 4.2 0.9 "CABEZA" "NORMAL"
9 3 1 0 2 2.9 0.8 "CABEZA" "NORMAL"
9 3 1 0 2 2.9 0.8 "CABEZA" "NORMAL"
9 5 1 2 2 2.9 1 "CABEZA" "ROVED"
9 5 1 2 4 6 1.3 "CABEZA" "ROVED"
9 5 1 2 3 4.2 0.9 "CABEZA" "ROVED"
9 5 1 2 2 2.9 1 "CABEZA" "ROVED"
9 5 1 2 1 2 0.5 "CABEZA" "ROVED"
9 5 1 2 2 2.9 0.7 "CABEZA" "ROVED"
9 5 1 2 3 4.2 1.7 "CABEZA" "ROVED"
9 5 1 2 1 2 0.5 "CABEZA" "ROVED"
9 5 1 2 2 2.9 1.5 "CABEZA" "ROVED"
9 5 1 2 1 2 0.7 "CABEZA" "ROVED"
9 5 1 2 2 2.9 1 "CABEZA" "ROVED"
9 5 1 2 3 4.2 1 "CABEZA" "ROVED"
9 5 1 2 2 2.9 1.2 "CABEZA" "ROVED"
9 5 1 2 4 6 1.6 "CABEZA" "ROVED"
9 5 1 2 4 6 2 "CABEZA" "ROVED"
9 5 1 2 3 4.2 2 "CABEZA" "ROVED"
9 5 1 2 1 2 1 "CABEZA" "ROVED"
9 5 1 2 1 2 1.2 "CABEZA" "ROVED"
9 5 1 2 3 4.2 1.4 "CABEZA" "ROVED"
9 5 1 2 4 6 1.7 "CABEZA" "ROVED"
9 0 0 0 1 2 2 "PISO" "NORMAL"
9 0 0 0 2 2.9 2 "PISO" "NORMAL"
9 0 0 0 3 4.2 2.2 "PISO" "NORMAL"
9 0 0 0 2 2.9 2 "PISO" "NORMAL"
9 0 0 0 1 2 1.9 "PISO" "NORMAL"
9 0 0 0 1 2 1.9 "PISO" "NORMAL"
9 0 0 0 3 4.2 3.2 "PISO" "NORMAL"
9 0 0 0 3 4.2 2.2 "PISO" "NORMAL"
9 0 0 0 4 6 2.5 "PISO" "NORMAL"
9 0 0 0 2 2.9 2.1 "PISO" "NORMAL"
9 0 0 0 2 2.9 1.9 "PISO" "NORMAL"
9 0 0 0 1 2 1.8 "PISO" "NORMAL"
9 0 0 0 3 4.2 2.2 "PISO" "NORMAL"
9 0 0 0 4 6 4.4 "PISO" "NORMAL"
9 0 0 0 1 2 1.8 "PISO" "NORMAL"
9 0 0 0 4 6 5.2 "PISO" "NORMAL"
9 0 0 0 4 6 3.5 "PISO" "NORMAL"
9 0 0 0 3 4.2 3 "PISO" "NORMAL"
9 0 0 0 1 2 1.7 "PISO" "NORMAL"
9 0 0 0 2 2.9 2.1 "PISO" "NORMAL"
9 2 0 2 3 4.2 2 "PISO" "ROVED"
9 2 0 2 3 4.2 2.5 "PISO" "ROVED"
9 2 0 2 1 2 1.8 "PISO" "ROVED"
9 2 0 2 1 2 1.8 "PISO" "ROVED"
9 2 0 2 2 2.9 2.1 "PISO" "ROVED"
9 2 0 2 2 2.9 2.3 "PISO" "ROVED"
9 2 0 2 3 4.2 2.2 "PISO" "ROVED"
9 2 0 2 2 2.9 1.9 "PISO" "ROVED"
9 2 0 2 4 6 3.2 "PISO" "ROVED"
9 2 0 2 2 2.9 2 "PISO" "ROVED"
9 2 0 2 3 4.2 2.1 "PISO" "ROVED"
9 2 0 2 1 2 1.9 "PISO" "ROVED"
9 2 0 2 3 4.2 2 "PISO" "ROVED"
9 2 0 2 4 6 5 "PISO" "ROVED"
9 2 0 2 4 6 2.5 "PISO" "ROVED"
9 2 0 2 2 2.9 2 "PISO" "ROVED"
9 2 0 2 1 2 1.7 "PISO" "ROVED"
9 2 0 2 3 4.2 2 "PISO" "ROVED"
9 2 0 2 1 2 1.9 "PISO" "ROVED"
9 2 0 2 4 6 2.3 "PISO" "ROVED"
10 3 1 0 1 2 3 "CABEZA" "NORMAL"
10 3 1 0 4 6 5 "CABEZA" "NORMAL"
10 3 1 0 4 6 4 "CABEZA" "NORMAL"
10 3 1 0 4 6 5.5 "CABEZA" "NORMAL"
10 3 1 0 4 6 3 "CABEZA" "NORMAL"
10 3 1 0 2 2.9 4.5 "CABEZA" "NORMAL"
10 3 1 0 3 4.2 2 "CABEZA" "NORMAL"
10 3 1 0 1 2 4 "CABEZA" "NORMAL"
10 3 1 0 2 2.9 4.5 "CABEZA" "NORMAL"
10 3 1 0 4 6 5.5 "CABEZA" "NORMAL"
10 3 1 0 3 4.2 2.5 "CABEZA" "NORMAL"
10 3 1 0 1 2 6.5 "CABEZA" "NORMAL"
10 3 1 0 3 4.2 3.5 "CABEZA" "NORMAL"
10 3 1 0 2 2.9 6.8 "CABEZA" "NORMAL"
10 3 1 0 1 2 4.5 "CABEZA" "NORMAL"
10 3 1 0 3 4.2 5 "CABEZA" "NORMAL"
10 3 1 0 3 4.2 4.5 "CABEZA" "NORMAL"
10 3 1 0 1 2 6 "CABEZA" "NORMAL"
10 3 1 0 2 2.9 5.8 "CABEZA" "NORMAL"
10 3 1 0 2 2.9 4 "CABEZA" "NORMAL"
10 5 1 2 3 4.2 1 "CABEZA" "ROVED"
10 5 1 2 3 4.2 0.5 "CABEZA" "ROVED"
10 5 1 2 2 2.9 4 "CABEZA" "ROVED"
10 5 1 2 2 2.9 6 "CABEZA" "ROVED"
10 5 1 2 1 2 5 "CABEZA" "ROVED"
10 5 1 2 2 2.9 7 "CABEZA" "ROVED"
10 5 1 2 4 6 3 "CABEZA" "ROVED"
10 5 1 2 1 2 6.8 "CABEZA" "ROVED"
10 5 1 2 1 2 2 "CABEZA" "ROVED"
10 5 1 2 3 4.2 1 "CABEZA" "ROVED"
10 5 1 2 2 2.9 1 "CABEZA" "ROVED"
10 5 1 2 3 4.2 6.5 "CABEZA" "ROVED"
10 5 1 2 1 2 6 "CABEZA" "ROVED"
10 5 1 2 4 6 7 "CABEZA" "ROVED"
10 5 1 2 2 2.9 1 "CABEZA" "ROVED"
10 5 1 2 4 6 4.5 "CABEZA" "ROVED"
10 5 1 2 3 4.2 7 "CABEZA" "ROVED"
10 5 1 2 4 6 0.8 "CABEZA" "ROVED"
10 5 1 2 4 6 3 "CABEZA" "ROVED"
10 5 1 2 3 4.2 3.8 "CABEZA" "ROVED"
10 0 0 0 2 2.9 1 "PISO" "NORMAL"
10 0 0 0 1 2 1 "PISO" "NORMAL"
10 0 0 0 4 6 4 "PISO" "NORMAL"
10 0 0 0 4 6 4 "PISO" "NORMAL"
10 0 0 0 1 2 3.5 "PISO" "NORMAL"
10 0 0 0 2 2.9 2 "PISO" "NORMAL"
10 0 0 0 1 2 2.5 "PISO" "NORMAL"
10 0 0 0 3 4.2 4.5 "PISO" "NORMAL"
10 0 0 0 3 4.2 3 "PISO" "NORMAL"
10 0 0 0 4 6 5.5 "PISO" "NORMAL"
10 0 0 0 2 2.9 3 "PISO" "NORMAL"
10 0 0 0 3 4.2 2 "PISO" "NORMAL"
10 0 0 0 1 2 1 "PISO" "NORMAL"
10 0 0 0 3 4.2 5 "PISO" "NORMAL"
10 0 0 0 2 2.9 2 "PISO" "NORMAL"
10 0 0 0 2 2.9 4 "PISO" "NORMAL"
10 0 0 0 3 4.2 4.5 "PISO" "NORMAL"
10 0 0 0 4 6 4 "PISO" "NORMAL"
10 0 0 0 4 6 6 "PISO" "NORMAL"
10 0 0 0 2 2.9 4 "PISO" "NORMAL"
10 2 0 2 4 6 5.5 "PISO" "ROVED"
10 2 0 2 3 4.2 4.5 "PISO" "ROVED"
10 2 0 2 4 6 1 "PISO" "ROVED"
10 2 0 2 2 2.9 2 "PISO" "ROVED"
10 2 0 2 3 4.2 5 "PISO" "ROVED"
10 2 0 2 4 6 3 "PISO" "ROVED"
10 2 0 2 1 2 2 "PISO" "ROVED"
10 2 0 2 2 2.9 2.5 "PISO" "ROVED"
10 2 0 2 3 4.2 4.5 "PISO" "ROVED"
10 2 0 2 3 4.2 0.5 "PISO" "ROVED"
10 2 0 2 3 4.2 3.4 "PISO" "ROVED"
10 2 0 2 4 6 4 "PISO" "ROVED"
10 2 0 2 2 2.9 2.5 "PISO" "ROVED"
10 2 0 2 4 6 7 "PISO" "ROVED"
10 2 0 2 2 2.9 2.5 "PISO" "ROVED"
10 2 0 2 1 2 1 "PISO" "ROVED"
10 2 0 2 1 2 2 "PISO" "ROVED"
10 2 0 2 2 2.9 3.5 "PISO" "ROVED"
10 2 0 2 4 6 5 "PISO" "ROVED"
10 2 0 2 1 2 1.5 "PISO" "ROVED"
11 3 1 0 2 2.9 1.5 "CABEZA" "NORMAL"
11 3 1 0 3 4.2 2 "CABEZA" "NORMAL"
11 3 1 0 1 2 1 "CABEZA" "NORMAL"
11 3 1 0 3 4.2 2 "CABEZA" "NORMAL"
11 3 1 0 3 4.2 2 "CABEZA" "NORMAL"
11 3 1 0 1 2 3 "CABEZA" "NORMAL"
11 3 1 0 1 2 2 "CABEZA" "NORMAL"
11 3 1 0 3 4.2 3 "CABEZA" "NORMAL"
11 3 1 0 2 2.9 2 "CABEZA" "NORMAL"
11 3 1 0 4 6 3 "CABEZA" "NORMAL"
11 3 1 0 4 6 3 "CABEZA" "NORMAL"
11 3 1 0 1 2 2 "CABEZA" "NORMAL"
11 3 1 0 4 6 4 "CABEZA" "NORMAL"
11 3 1 0 4 6 4 "CABEZA" "NORMAL"
11 3 1 0 3 4.2 2.5 "CABEZA" "NORMAL"
11 3 1 0 2 2.9 2 "CABEZA" "NORMAL"
11 3 1 0 2 2.9 2 "CABEZA" "NORMAL"
11 3 1 0 2 2.9 2 "CABEZA" "NORMAL"
11 3 1 0 4 6 4 "CABEZA" "NORMAL"
11 3 1 0 1 2 1 "CABEZA" "NORMAL"
11 5 1 2 4 6 3 "CABEZA" "ROVED"
11 5 1 2 1 2 1 "CABEZA" "ROVED"
11 5 1 2 3 4.2 3 "CABEZA" "ROVED"
11 5 1 2 4 6 2 "CABEZA" "ROVED"
11 5 1 2 3 4.2 3 "CABEZA" "ROVED"
11 5 1 2 3 4.2 2.5 "CABEZA" "ROVED"
11 5 1 2 4 6 4 "CABEZA" "ROVED"
11 5 1 2 1 2 2.5 "CABEZA" "ROVED"
11 5 1 2 2 2.9 2.5 "CABEZA" "ROVED"
11 5 1 2 3 4.2 2 "CABEZA" "ROVED"
11 5 1 2 4 6 3 "CABEZA" "ROVED"
11 5 1 2 1 2 2 "CABEZA" "ROVED"
11 5 1 2 1 2 1 "CABEZA" "ROVED"
11 5 1 2 4 6 3 "CABEZA" "ROVED"
11 5 1 2 2 2.9 3 "CABEZA" "ROVED"
11 5 1 2 1 2 2 "CABEZA" "ROVED"
11 5 1 2 2 2.9 2 "CABEZA" "ROVED"
11 5 1 2 3 4.2 2.5 "CABEZA" "ROVED"
11 5 1 2 4 6 3 "CABEZA" "ROVED"
11 5 1 2 2 2.9 2 "CABEZA" "ROVED"
11 0 0 0 3 4.2 3.8 "PISO" "NORMAL"
11 0 0 0 2 2.9 2 "PISO" "NORMAL"
11 0 0 0 4 6 3 "PISO" "NORMAL"
11 0 0 0 1 2 1 "PISO" "NORMAL"
11 0 0 0 4 6 4.8 "PISO" "NORMAL"
11 0 0 0 4 6 6 "PISO" "NORMAL"
11 0 0 0 3 4.2 2 "PISO" "NORMAL"
11 0 0 0 4 6 5.6 "PISO" "NORMAL"
11 0 0 0 1 2 1 "PISO" "NORMAL"
11 0 0 0 1 2 1 "PISO" "NORMAL"
11 0 0 0 2 2.9 1.5 "PISO" "NORMAL"
11 0 0 0 3 4.2 3 "PISO" "NORMAL"
11 0 0 0 4 6 6 "PISO" "NORMAL"
11 0 0 0 2 2.9 3 "PISO" "NORMAL"
11 0 0 0 2 2.9 3 "PISO" "NORMAL"
11 0 0 0 1 2 1 "PISO" "NORMAL"
11 0 0 0 3 4.2 4 "PISO" "NORMAL"
11 0 0 0 3 4.2 3.5 "PISO" "NORMAL"
11 0 0 0 3 4.2 4 "PISO" "NORMAL"
11 0 0 0 1 2 1 "PISO" "NORMAL"
11 2 0 2 1 2 1.5 "PISO" "ROVED"
11 2 0 2 2 2.9 2 "PISO" "ROVED"
11 2 0 2 3 4.2 3 "PISO" "ROVED"
11 2 0 2 3 4.2 3 "PISO" "ROVED"
11 2 0 2 3 4.2 3 "PISO" "ROVED"
11 2 0 2 4 6 2 "PISO" "ROVED"
11 2 0 2 2 2.9 2.5 "PISO" "ROVED"
11 2 0 2 4 6 6 "PISO" "ROVED"
11 2 0 2 4 6 6 "PISO" "ROVED"
11 2 0 2 1 2 1.5 "PISO" "ROVED"
11 2 0 2 1 2 1.5 "PISO" "ROVED"
11 2 0 2 1 2 1 "PISO" "ROVED"
11 2 0 2 3 4.2 1.5 "PISO" "ROVED"
11 2 0 2 4 6 2 "PISO" "ROVED"
11 2 0 2 1 2 1 "PISO" "ROVED"
11 2 0 2 1 2 1.5 "PISO" "ROVED"
11 2 0 2 3 4.2 2 "PISO" "ROVED"
11 2 0 2 4 6 5 "PISO" "ROVED"
11 2 0 2 2 2.9 2.5 "PISO" "ROVED"
11 2 0 2 2 2.9 2 "PISO" "ROVED"
12 3 1 0 3 4.2 5 "CABEZA" "NORMAL"
12 3 1 0 2 2.9 7 "CABEZA" "NORMAL"
12 3 1 0 1 2 8 "CABEZA" "NORMAL"
12 3 1 0 4 6 7 "CABEZA" "NORMAL"
12 3 1 0 1 2 7 "CABEZA" "NORMAL"
12 3 1 0 3 4.2 8 "CABEZA" "NORMAL"
12 3 1 0 2 2.9 8 "CABEZA" "NORMAL"
12 3 1 0 4 6 7 "CABEZA" "NORMAL"
12 3 1 0 3 4.2 8 "CABEZA" "NORMAL"
12 3 1 0 3 4.2 6 "CABEZA" "NORMAL"
12 3 1 0 2 2.9 8 "CABEZA" "NORMAL"
12 3 1 0 4 6 8 "CABEZA" "NORMAL"
12 3 1 0 2 2.9 8 "CABEZA" "NORMAL"
12 3 1 0 4 6 6 "CABEZA" "NORMAL"
12 3 1 0 1 2 3 "CABEZA" "NORMAL"
12 3 1 0 1 2 3 "CABEZA" "NORMAL"
12 3 1 0 1 2 3 "CABEZA" "NORMAL"
12 3 1 0 3 4.2 6 "CABEZA" "NORMAL"
12 3 1 0 2 2.9 8 "CABEZA" "NORMAL"
12 3 1 0 4 6 8 "CABEZA" "NORMAL"
12 5 1 2 1 2 1 "CABEZA" "ROVED"
12 5 1 2 3 4.2 4 "CABEZA" "ROVED"
12 5 1 2 1 2 6 "CABEZA" "ROVED"
12 5 1 2 4 6 8 "CABEZA" "ROVED"
12 5 1 2 2 2.9 4 "CABEZA" "ROVED"
12 5 1 2 2 2.9 4 "CABEZA" "ROVED"
12 5 1 2 1 2 12 "CABEZA" "ROVED"
12 5 1 2 2 2.9 12 "CABEZA" "ROVED"
12 5 1 2 2 2.9 10 "CABEZA" "ROVED"
12 5 1 2 2 2.9 4 "CABEZA" "ROVED"
12 5 1 2 3 4.2 8 "CABEZA" "ROVED"
12 5 1 2 4 6 2 "CABEZA" "ROVED"
12 5 1 2 3 4.2 1 "CABEZA" "ROVED"
12 5 1 2 1 2 3 "CABEZA" "ROVED"
12 5 1 2 1 2 3 "CABEZA" "ROVED"
12 5 1 2 4 6 6 "CABEZA" "ROVED"
12 5 1 2 1 2 13 "CABEZA" "ROVED"
12 5 1 2 3 4.2 10 "CABEZA" "ROVED"
12 5 1 2 4 6 5 "CABEZA" "ROVED"
12 5 1 2 4 6 3 "CABEZA" "ROVED"
12 0 0 0 4 6 5 "PISO" "NORMAL"
12 0 0 0 3 4.2 5 "PISO" "NORMAL"
12 0 0 0 4 6 5 "PISO" "NORMAL"
12 0 0 0 2 2.9 3 "PISO" "NORMAL"
12 0 0 0 1 2 1 "PISO" "NORMAL"
12 0 0 0 1 2 1 "PISO" "NORMAL"
12 0 0 0 2 2.9 1 "PISO" "NORMAL"
12 0 0 0 2 2.9 3 "PISO" "NORMAL"
12 0 0 0 2 2.9 3 "PISO" "NORMAL"
12 0 0 0 3 4.2 5 "PISO" "NORMAL"
12 0 0 0 2 2.9 5 "PISO" "NORMAL"
12 0 0 0 4 6 6 "PISO" "NORMAL"
12 0 0 0 3 4.2 6 "PISO" "NORMAL"
12 0 0 0 3 4.2 6 "PISO" "NORMAL"
12 0 0 0 4 6 6 "PISO" "NORMAL"
12 0 0 0 1 2 1 "PISO" "NORMAL"
12 0 0 0 1 2 1 "PISO" "NORMAL"
12 0 0 0 4 6 3 "PISO" "NORMAL"
12 0 0 0 1 2 2 "PISO" "NORMAL"
12 0 0 0 4 6 6 "PISO" "NORMAL"
12 2 0 2 2 2.9 2 "PISO" "ROVED"
12 2 0 2 3 4.2 6 "PISO" "ROVED"
12 2 0 2 1 2 1 "PISO" "ROVED"
12 2 0 2 1 2 2 "PISO" "ROVED"
12 2 0 2 4 6 1 "PISO" "ROVED"
12 2 0 2 4 6 5 "PISO" "ROVED"
12 2 0 2 2 2.9 7 "PISO" "ROVED"
12 2 0 2 1 2 2 "PISO" "ROVED"
