subject,block,condition,target_distance,type,location,perc_dist_sd,perc_dist_sem,perc_dist_var,perc_dist_n,perc_dist,rel_bias_signed_sd,rel_bias_signed_sem,rel_bias_signed_var,rel_bias_signed_n,rel_bias_signed,rel_bias_unsigned_sd,rel_bias_unsigned_sem,rel_bias_unsigned_var,rel_bias_unsigned_n,rel_bias_unsigned,abs_bias_sd,abs_bias_sem,abs_bias_var,abs_bias_n
S011,3,Ear level,2,NORMAL,standing,0.8366600265340756,0.3741657386773941,0.7,5,1.8,0.4183300132670378,0.18708286933869706,0.175,5,-0.1,0.27386127875258304,0.12247448713915889,0.075,5,0.3,0.8366600265340756,0.3741657386773941,0.7,5
S012,3,Ear level,2,NORMAL,standing,2.4899799195977463,1.1135528725660042,6.2,5,4.8,1.2449899597988732,0.5567764362830021,1.55,5,1.4,1.2449899597988732,0.5567764362830021,1.55,5,1.4,2.4899799195977463,1.1135528725660042,6.2,5
S013,3,Ear level,2,NORMAL,standing,0,0,0,5,0.5,0.21114568430351588,0.09442722065167436,0.0445825,5,-0.877,0.21114568430351588,0.09442722065167436,0.0445825,5,0.877,0.42229136860703176,0.18885444130334872,0.17833,5
S014,3,Ear level,2,NORMAL,standing,0.27386127875258304,0.12247448713915889,0.075,5,0.7,0.13693063937629152,0.06123724356957944,0.01875,5,-0.65,0.13693063937629152,0.06123724356957944,0.01875,5,0.65,0.27386127875258304,0.12247448713915889,0.075,5
S015,3,Ear level,2,NORMAL,standing,0.4559824558028521,0.20392155354449415,0.20792,5,1.528,0.22799122790142606,0.10196077677224707,0.05198,5,-0.236,0.19919839356781968,0.08908422980528033,0.039679999999999986,5,0.256,0.4559824558028521,0.20392155354449415,0.20792,5
S016,3,Ear level,2,NORMAL,standing,0.7483314773547881,0.3346640106136301,0.5599999999999998,5,1.5,0.37416573867739406,0.16733200530681505,0.13999999999999996,5,-0.25,0.08944271909999157,0.039999999999999994,0.007999999999999998,5,0.41,0.7483314773547881,0.3346640106136301,0.5599999999999998,5
S017,3,Ear level,2,NORMAL,standing,0.44721359549995793,0.19999999999999998,0.2,5,3.2,0.22360679774997896,0.09999999999999999,0.05,5,0.6,0.22360679774997896,0.09999999999999999,0.05,5,0.6,0.44721359549995793,0.19999999999999998,0.2,5
S018,3,Ear level,2,NORMAL,standing,1.140175425099138,0.5099019513592785,1.3,5,4.4,0.570087712549569,0.25495097567963926,0.325,5,1.2,0.570087712549569,0.25495097567963926,0.325,5,1.2,1.140175425099138,0.5099019513592785,1.3,5
S019,3,Ear level,2,NORMAL,standing,0.2863564212655271,0.12806248474865697,0.082,5,0.52,0.14317821063276354,0.06403124237432849,0.020499999999999997,5,-0.74,0.14317821063276354,0.06403124237432849,0.020499999999999997,5,0.74,0.2863564212655271,0.12806248474865697,0.08199999999999999,5
S020,3,Ear level,2,NORMAL,standing,0.8944271909999159,0.39999999999999997,0.8,5,1.9,0.44721359549995793,0.19999999999999998,0.2,5,-0.05,0.3535533905932738,0.15811388300841897,0.125,5,0.25,0.8944271909999159,0.39999999999999997,0.8,5
S021,3,Ear level,2,NORMAL,standing,0.08944271909999157,0.039999999999999994,0.007999999999999997,5,1.8599999999999999,0.04472135954999579,0.019999999999999997,0.001999999999999999,5,-0.07000000000000003,0.04472135954999579,0.019999999999999997,0.001999999999999999,5,0.07000000000000003,0.08944271909999157,0.039999999999999994,0.007999999999999997,5
S022,3,Ear level,2,NORMAL,standing,0.08944271909999157,0.039999999999999994,0.007999999999999997,5,1.04,0.04472135954999579,0.019999999999999997,0.001999999999999999,5,-0.48,0.04472135954999579,0.019999999999999997,0.001999999999999999,5,0.48,0.08944271909999157,0.039999999999999994,0.007999999999999997,5
S001,0,Floor level,2,NORMAL,standing,0.2250925735484551,0.09189365834726816,0.050666666666666665,6,0.26666666666666666,0.10297653454387883,0.04203999418543147,0.010604166666666668,6,-0.9041666666666667,0.10297653454387883,0.04203999418543147,0.010604166666666668,6,0.9041666666666667,0.20595306908775765,0.08407998837086295,0.04241666666666667,6
S002,0,Floor level,2,NORMAL,standing,0.21602468994692867,0.10801234497346433,0.04666666666666667,4,0.7,0.10801234497346433,0.05400617248673217,0.011666666666666665,4,-0.65,0.10801234497346433,0.05400617248673217,0.011666666666666665,4,0.65,0.21602468994692867,0.10801234497346433,0.04666666666666666,4
S003,0,Floor level,2,NORMAL,standing,0.8944271909999159,0.39999999999999997,0.8,5,1.6,0.44721359549995793,0.19999999999999998,0.2,5,-0.2,0.22360679774997896,0.09999999999999999,0.05,5,0.4,0.8944271909999159,0.39999999999999997,0.8,5
S004,0,Floor level,2,NORMAL,standing,0.3781534080237808,0.16911534525287764,0.14300000000000002,5,1.04,0.18907670401189036,0.0845576726264388,0.03575,5,-0.48,0.18907670401189036,0.0845576726264388,0.03575,5,0.48,0.3781534080237807,0.1691153452528776,0.143,5
S005,0,Floor level,2,NORMAL,standing,0.5163977794943222,0.21081851067789195,0.26666666666666666,6,1.1666666666666667,0.2581988897471611,0.10540925533894598,0.06666666666666667,6,-0.4166666666666667,0.2581988897471611,0.10540925533894598,0.06666666666666667,6,0.4166666666666667,0.5163977794943222,0.21081851067789195,0.26666666666666666,6
S006,0,Floor level,2,NORMAL,standing,0,0,0,4,1,0,0,0,4,-0.5,0,0,0,4,0.5,0,0,0,4
S007,0,Floor level,2,NORMAL,standing,0.22360679774997896,0.09999999999999999,0.05,5,1.1,0.11180339887498948,0.049999999999999996,0.0125,5,-0.45,0.11180339887498948,0.049999999999999996,0.0125,5,0.45,0.22360679774997896,0.09999999999999999,0.05,5
S008,0,Floor level,2,NORMAL,standing,0.5477225575051661,0.24494897427831777,0.3,5,1.6,0.27386127875258304,0.12247448713915889,0.075,5,-0.2,0.27386127875258304,0.12247448713915889,0.075,5,0.2,0.5477225575051661,0.24494897427831777,0.3,5
S009,0,Floor level,2,NORMAL,standing,0.10488088481701514,0.04281744192888376,0.010999999999999998,6,1.85,0.05244044240850757,0.02140872096444188,0.0027499999999999994,6,-0.07500000000000001,0.05244044240850757,0.02140872096444188,0.0027499999999999994,6,0.07500000000000001,0.10488088481701514,0.04281744192888376,0.010999999999999998,6
S010,0,Floor level,2,NORMAL,standing,1.224744871391589,0.6123724356957945,1.5,4,2,0.6123724356957945,0.30618621784789724,0.375,4,0,0.2041241452319315,0.10206207261596575,0.041666666666666664,4,0.5,1.224744871391589,0.6123724356957945,1.5,4
S011,0,Floor level,2,NORMAL,standing,0,0,0,5,1,0,0,0,5,-0.5,0,0,0,5,0.5,0,0,0,5
S012,0,Floor level,2,NORMAL,standing,0.44721359549995793,0.19999999999999998,0.2,5,1.2,0.22360679774997896,0.09999999999999999,0.05,5,-0.4,0.22360679774997896,0.09999999999999999,0.05,5,0.4,0.44721359549995793,0.19999999999999998,0.2,5
S013,0,Floor level,2,NORMAL,standing,0,0,0,6,0.5,0.12909944487358055,0.05270462766947299,0.016666666666666666,6,-0.6666666666666666,0.12909944487358055,0.05270462766947299,0.016666666666666666,6,0.6666666666666666,0.2581988897471611,0.10540925533894598,0.06666666666666667,6
S014,0,Floor level,2,NORMAL,standing,0.6831300510639732,0.27888667551135854,0.4666666666666667,6,1.1666666666666667,0.3415650255319866,0.13944333775567927,0.11666666666666667,6,-0.4166666666666667,0.3415650255319866,0.13944333775567927,0.11666666666666667,6,0.4166666666666667,0.6831300510639732,0.27888667551135854,0.4666666666666667,6
S015,0,Floor level,2,NORMAL,standing,0.3361547262794322,0.15033296378372907,0.113,5,1.36,0.1680773631397161,0.07516648189186453,0.02825,5,-0.32,0.1680773631397161,0.07516648189186453,0.02825,5,0.32,0.3361547262794322,0.15033296378372907,0.113,5
S016,0,Floor level,2,NORMAL,standing,0.2683281572999748,0.12,0.072,5,0.88,0.1341640786499874,0.06,0.018000000000000006,5,-0.56,0.1341640786499874,0.06,0.018000000000000006,5,0.56,0.2683281572999748,0.12,0.07200000000000002,5
S017,0,Floor level,2,NORMAL,standing,0.5163977794943222,0.21081851067789195,0.26666666666666666,6,2.3333333333333335,0.2581988897471611,0.10540925533894598,0.06666666666666667,6,0.16666666666666666,0.2581988897471611,0.10540925533894598,0.06666666666666667,6,0.16666666666666666,0.5163977794943222,0.21081851067789195,0.26666666666666666,6
S018,0,Floor level,2,NORMAL,standing,0,0,0,4,1,0,0,0,4,-0.5,0,0,0,4,0.5,0,0,0,4
S019,0,Floor level,2,NORMAL,standing,0.5477225575051661,0.24494897427831777,0.3,5,2.6,0.27386127875258304,0.12247448713915889,0.075,5,0.3,0.27386127875258304,0.12247448713915889,0.075,5,0.3,0.5477225575051661,0.24494897427831777,0.3,5
S020,0,Floor level,2,NORMAL,standing,0.4219004621945798,0.18867962264113208,0.17800000000000002,5,1.66,0.2109502310972899,0.09433981132056604,0.044500000000000005,5,-0.17,0.2109502310972899,0.09433981132056604,0.044500000000000005,5,0.17,0.4219004621945798,0.18867962264113208,0.17800000000000002,5
S021,0,Floor level,2,NORMAL,standing,0,0,0,6,2,0,0,0,6,0,0,0,0,6,0,0,0,0,6
S022,0,Floor level,2,NORMAL,standing,0.3999999999999999,0.19999999999999996,0.15999999999999992,4,1.7,0.19999999999999996,0.09999999999999998,0.03999999999999998,4,-0.15000000000000002,0.050000000000000044,0.025000000000000022,0.0025000000000000044,4,0.22499999999999998,0.3999999999999999,0.19999999999999996,0.15999999999999992,4
S001,3,Ear level,2.9,NORMAL,standing,0.8716478646793095,0.3898127755730948,0.75977,5,0.628,0.30056822919976195,0.134418198473481,0.09034126040428064,5,-0.783448275862069,0.30056822919976195,0.134418198473481,0.09034126040428064,5,0.783448275862069,0.8716478646793097,0.38981277557309485,0.7597700000000001,5
S002,3,Ear level,2.9,NORMAL,standing,0.21679483388678802,0.09695359714832659,0.047000000000000014,5,0.98,0.07475683927130623,0.03343227487873331,0.005588585017835914,5,-0.6620689655172414,0.07475683927130623,0.03343227487873331,0.005588585017835914,5,0.6620689655172414,0.2167948338867881,0.09695359714832663,0.04700000000000005,5
S003,3,Ear level,2.9,NORMAL,standing,2.489722876145054,1.113437919239326,6.19872,5,3.412,0.858525129705191,0.3839441100825262,0.737065398335315,5,0.17655172413793105,0.6102103884666564,0.27289438183759945,0.3723567181926278,5,0.5682758620689655,2.489722876145054,1.113437919239326,6.198719999999999,5
S004,3,Ear level,2.9,NORMAL,standing,0.5,0.22360679774997896,0.25,5,2.5,0.17241379310344826,0.07710579232757894,0.029726516052318665,5,-0.1379310344827586,0.13879042618964207,0.06206896551724136,0.019262782401902486,5,0.16551724137931034,0.5,0.22360679774997896,0.25,5
S005,3,Ear level,2.9,NORMAL,standing,0.3535533905932738,0.15811388300841897,0.125,5,2,0.12191496227354268,0.05452202862359275,0.014863258026159334,5,-0.31034482758620685,0.12191496227354268,0.05452202862359275,0.014863258026159334,5,0.31034482758620685,0.3535533905932738,0.15811388300841897,0.125,5
S006,3,Ear level,2.9,NORMAL,standing,0.44721359549995793,0.19999999999999998,0.2,5,1.2,0.1542115846551579,0.06896551724137931,0.02378121284185494,5,-0.5862068965517241,0.1542115846551579,0.06896551724137931,0.02378121284185494,5,0.5862068965517241,0.44721359549995793,0.19999999999999998,0.2,5
S007,3,Ear level,2.9,NORMAL,standing,0.27386127875258304,0.12247448713915889,0.075,5,1.3,0.09443492370778726,0.04223258177212376,0.008917954815695602,5,-0.5517241379310345,0.09443492370778726,0.04223258177212376,0.008917954815695602,5,0.5517241379310345,0.27386127875258304,0.12247448713915889,0.075,5
S008,3,Ear level,2.9,NORMAL,standing,0.8366600265340756,0.3741657386773941,0.7,5,1.8,0.2885034574255433,0.12902266850944624,0.08323424494649227,5,-0.3793103448275862,0.2644177863818043,0.11825122896194651,0.0699167657550535,5,0.393103448275862,0.8366600265340756,0.3741657386773941,0.7,5
S009,3,Ear level,2.9,NORMAL,standing,0.1341640786499874,0.06,0.018000000000000002,5,0.9400000000000001,0.04626347539654735,0.020689655172413782,0.002140309155766942,5,-0.6758620689655171,0.04626347539654735,0.020689655172413782,0.002140309155766942,5,0.6758620689655171,0.13416407864998728,0.05999999999999995,0.01799999999999997,5
S010,3,Ear level,2.9,NORMAL,standing,1.1519548602267364,0.5151698748956502,1.3269999999999997,5,5.12,0.39722581387128847,0.17764478444677598,0.1577883472057075,5,0.7655172413793103,0.39722581387128847,0.17764478444677598,0.1577883472057075,5,0.7655172413793103,1.1519548602267364,0.5151698748956502,1.3269999999999997,5
S011,3,Ear level,2.9,NORMAL,standing,0.22360679774997896,0.09999999999999999,0.05,5,1.9,0.07710579232757896,0.034482758620689655,0.005945303210463735,5,-0.3448275862068965,0.07710579232757896,0.034482758620689655,0.005945303210463735,5,0.3448275862068965,0.22360679774997896,0.09999999999999999,0.05,5
S012,3,Ear level,2.9,NORMAL,standing,0.44721359549995793,0.19999999999999998,0.2,5,7.8,0.1542115846551579,0.06896551724137931,0.02378121284185494,5,1.6896551724137931,0.1542115846551579,0.06896551724137931,0.02378121284185494,5,1.6896551724137931,0.44721359549995793,0.19999999999999998,0.2,5
S013,3,Ear level,2.9,NORMAL,standing,0,0,0,5,0.5,0.17843953002056348,0.07980058379981887,0.031840665873959575,5,-0.8503448275862069,0.17843953002056348,0.07980058379981887,0.031840665873959575,5,0.8503448275862069,0.517474637059634,0.2314216930194747,0.26778,5
S014,3,Ear level,2.9,NORMAL,standing,0.22360679774997896,0.09999999999999999,0.05,5,0.9,0.07710579232757896,0.034482758620689655,0.005945303210463735,5,-0.689655172413793,0.07710579232757896,0.034482758620689655,0.005945303210463735,5,0.689655172413793,0.22360679774997896,0.09999999999999999,0.05,5
S015,3,Ear level,2.9,NORMAL,standing,0.4328048058882895,0.1935561933909633,0.18732,5,1.648,0.1492430365132033,0.06674351496240115,0.022273483947681333,5,-0.4317241379310345,0.1492430365132033,0.06674351496240115,0.022273483947681333,5,0.4317241379310345,0.4328048058882895,0.1935561933909633,0.18732,5
S016,3,Ear level,2.9,NORMAL,standing,0.3781534080237808,0.16911534525287764,0.14300000000000002,5,1.44,0.130397726904752,0.05831563629409574,0.01700356718192628,5,-0.503448275862069,0.130397726904752,0.05831563629409574,0.01700356718192628,5,0.503448275862069,0.3781534080237808,0.16911534525287764,0.14300000000000002,5
S017,3,Ear level,2.9,NORMAL,standing,1.3416407864998738,0.6,1.8,5,4.6,0.46263475396547377,0.20689655172413793,0.21403091557669446,5,0.5862068965517242,0.46263475396547377,0.20689655172413793,0.21403091557669446,5,0.5862068965517242,1.3416407864998738,0.6,1.8,5
S018,3,Ear level,2.9,NORMAL,standing,1.6431676725154984,0.7348469228349535,2.7,5,3.8,0.5666095422467236,0.2533954906327425,0.32104637336504166,5,0.31034482758620696,0.4532876337973789,0.20271639250619405,0.20546967895362667,5,0.4344827586206897,1.6431676725154984,0.7348469228349535,2.7,5
S019,3,Ear level,2.9,NORMAL,standing,0.5856620185738529,0.2619160170741759,0.343,5,1.44,0.20195242019788034,0.0903158679566124,0.04078478002378123,5,-0.503448275862069,0.20195242019788034,0.0903158679566124,0.04078478002378123,5,0.503448275862069,0.5856620185738529,0.2619160170741759,0.3430000000000001,5
S020,3,Ear level,2.9,NORMAL,standing,0.3535533905932738,0.15811388300841897,0.125,5,1,0.12191496227354269,0.054522028623592754,0.014863258026159336,5,-0.6551724137931034,0.12191496227354269,0.054522028623592754,0.014863258026159336,5,0.6551724137931034,0.3535533905932738,0.15811388300841897,0.125,5
S021,3,Ear level,2.9,NORMAL,standing,0.27386127875258304,0.12247448713915889,0.075,5,2.2,0.09443492370778725,0.04223258177212375,0.008917954815695598,5,-0.24137931034482754,0.09443492370778725,0.04223258177212375,0.008917954815695598,5,0.24137931034482754,0.27386127875258304,0.12247448713915889,0.075,5
S022,3,Ear level,2.9,NORMAL,standing,0.3646916505762094,0.16309506430300091,0.133,5,1.54,0.12575574157800323,0.056239677345862375,0.01581450653983353,5,-0.4689655172413793,0.12575574157800323,0.056239677345862375,0.01581450653983353,5,0.4689655172413793,0.3646916505762094,0.16309506430300091,0.133,5
S001,0,Floor level,2.9,NORMAL,standing,0.022360679774997904,0.010000000000000002,5.000000000000003e-4,5,0.16,0.0077105792327579106,0.003448275862068972,5.9453032104637574e-5,5,-0.9448275862068966,0.0077105792327579106,0.003448275862068972,5.9453032104637574e-5,5,0.9448275862068966,0.022360679774998015,0.010000000000000052,5.000000000000053e-4,5
S002,0,Floor level,2.9,NORMAL,standing,0.23452078799117146,0.09574271077563382,0.05499999999999999,6,0.95,0.080869237238335,0.03301472785366684,0.006539833531510109,6,-0.6724137931034483,0.080869237238335,0.03301472785366684,0.006539833531510109,6,0.6724137931034483,0.23452078799117146,0.09574271077563382,0.05499999999999999,6
S003,0,Floor level,2.9,NORMAL,standing,2.3804761428476167,1.1902380714238083,5.666666666666667,4,3.5,0.820853842361247,0.4104269211806235,0.673801030519223,4,0.20689655172413796,0.6116843538229917,0.30584217691149584,0.3741577487118509,4,0.5172413793103448,2.3804761428476167,1.1902380714238083,5.666666666666666,4
S004,0,Floor level,2.9,NORMAL,standing,0.1341640786499874,0.06,0.018000000000000006,5,1.56,0.04626347539654737,0.02068965517241379,0.0021403091557669436,5,-0.46206896551724136,0.04626347539654737,0.02068965517241379,0.0021403091557669436,5,0.46206896551724136,0.1341640786499874,0.06,0.018000000000000006,5
S005,0,Floor level,2.9,NORMAL,standing,0.4183300132670378,0.18708286933869706,0.175,5,1.9,0.14425172871277164,0.06451133425472312,0.020808561236623068,5,-0.3448275862068965,0.14425172871277164,0.06451133425472312,0.020808561236623068,5,0.3448275862068965,0.4183300132670378,0.18708286933869706,0.175,5
S006,0,Floor level,2.9,NORMAL,standing,0.6324555320336759,0.25819888974716115,0.4,6,2,0.218088114494371,0.08903409991281419,0.04756242568370987,6,-0.31034482758620685,0.19708538160324418,0.08045977011494253,0.038842647641696385,6,0.3218390804597701,0.6324555320336759,0.25819888974716115,0.4,6
S007,0,Floor level,2.9,NORMAL,standing,0.47871355387816905,0.23935677693908453,0.22916666666666666,4,1.625,0.16507363926833418,0.08253681963416709,0.027249306381292117,4,-0.43965517241379304,0.16507363926833418,0.08253681963416709,0.027249306381292117,4,0.43965517241379304,0.47871355387816905,0.23935677693908453,0.22916666666666666,4
S008,0,Floor level,2.9,NORMAL,standing,1,0.44721359549995793,1,5,3,0.3448275862068966,0.1542115846551579,0.11890606420927467,5,0.034482758620689696,0.1430099403677774,0.0639559896241083,0.020451843043995242,5,0.2827586206896552,1,0.44721359549995793,1,5
S009,0,Floor level,2.9,NORMAL,standing,0.08366600265340762,0.037416573867739444,0.007000000000000012,5,2.02,0.02885034574255436,0.012902266850944638,8.323424494649245e-4,5,-0.3034482758620689,0.02885034574255436,0.012902266850944638,8.323424494649245e-4,5,0.3034482758620689,0.08366600265340762,0.037416573867739444,0.007000000000000012,5
S010,0,Floor level,2.9,NORMAL,standing,1.2110601416389966,0.4944132324730442,1.4666666666666666,6,2.6666666666666665,0.4176069453927575,0.17048732154242907,0.17439556084026953,6,-0.08045977011494249,0.19868772815017838,0.08111392535345908,0.03947681331747919,6,0.3448275862068966,1.2110601416389966,0.4944132324730442,1.4666666666666666,6
S011,0,Floor level,2.9,NORMAL,standing,0.75,0.375,0.5625,4,2.375,0.25862068965517243,0.12931034482758622,0.066884661117717,4,-0.18103448275862066,0.22057288577466075,0.11028644288733037,0.048652397938961534,4,0.21551724137931033,0.75,0.375,0.5625,4
S012,0,Floor level,2.9,NORMAL,standing,1.4142135623730951,0.6324555320336759,2,5,3,0.4876598490941707,0.218088114494371,0.23781212841854935,5,0.03448275862068968,0.35968013270083576,0.16085384537504274,0.12936979785969083,5,0.29655172413793107,1.4142135623730951,0.6324555320336759,2,5
S013,0,Floor level,2.9,NORMAL,standing,0,0,0,5,0.5,0.22133526256387878,0.09898413858211946,0.04898929845422116,5,-0.5448275862068965,0.22133526256387878,0.09898413858211946,0.04898929845422116,5,0.5448275862068965,0.6418722614352484,0.28705400188814645,0.412,5
S014,0,Floor level,2.9,NORMAL,standing,1.3693063937629153,0.6123724356957945,1.875,5,2,0.47217461853893633,0.2111629088606188,0.22294887039239003,5,-0.31034482758620685,0.4344006490558214,0.19426987615176927,0.1887039239001189,5,0.3517241379310345,1.3693063937629153,0.6123724356957945,1.875,5
S015,0,Floor level,2.9,NORMAL,standing,0.30923292192132457,0.15461646096066228,0.095625,4,1.8625,0.10663204204183604,0.05331602102091802,0.011370392390011889,4,-0.35775862068965514,0.10663204204183604,0.05331602102091802,0.011370392390011889,4,0.35775862068965514,0.30923292192132457,0.15461646096066228,0.095625,4
S016,0,Floor level,2.9,NORMAL,standing,1.2909944487358056,0.6454972243679028,1.6666666666666667,4,2.5,0.4451704995640709,0.22258524978203545,0.19817677368212447,4,-0.1379310344827586,0.2549548622163084,0.1274774311081542,0.0650019817677368,4,0.3448275862068966,1.2909944487358056,0.6454972243679028,1.6666666666666667,4
S017,0,Floor level,2.9,NORMAL,standing,0.7071067811865476,0.31622776601683794,0.5,5,3,0.24382992454708535,0.1090440572471855,0.059453032104637336,5,0.03448275862068969,0.17172275307570664,0.07679674983213823,0.029488703923900114,5,0.15862068965517243,0.7071067811865476,0.31622776601683794,0.5,5
S018,0,Floor level,2.9,NORMAL,standing,0.983192080250175,0.4013864859597432,0.9666666666666667,6,3.1666666666666665,0.3390317518104052,0.13840913308956662,0.11494252873563218,6,0.09195402298850579,0.13384760117710012,0.054643054363240066,0.01791518034086405,6,0.2988505747126437,0.983192080250175,0.4013864859597432,0.9666666666666667,6
S019,0,Floor level,2.9,NORMAL,standing,0.9574271077563381,0.47871355387816905,0.9166666666666666,4,3.75,0.3301472785366683,0.16507363926833415,0.10899722552516844,4,0.2931034482758621,0.3301472785366683,0.16507363926833415,0.10899722552516844,4,0.2931034482758621,0.9574271077563381,0.47871355387816905,0.9166666666666666,4
S020,0,Floor level,2.9,NORMAL,standing,0.3535533905932738,0.15811388300841897,0.125,5,3,0.12191496227354268,0.05452202862359275,0.014863258026159334,5,0.03448275862068969,0.0793852719532506,0.035502172899955164,0.0063020214030915555,5,0.08965517241379312,0.3535533905932738,0.15811388300841897,0.125,5
S021,0,Floor level,2.9,NORMAL,standing,0.40249223594996225,0.18000000000000005,0.1620000000000001,5,2.78,0.13879042618964216,0.06206896551724139,0.01926278240190251,5,-0.04137931034482756,0.07863278793787158,0.03516565181788127,0.006183115338882282,5,0.11034482758620694,0.40249223594996225,0.18000000000000005,0.1620000000000001,5
S022,0,Floor level,2.9,NORMAL,standing,0.2943920288775949,0.12018504251546633,0.08666666666666668,6,2.8666666666666667,0.10151449271641204,0.04144311810878149,0.010305192231470474,6,-0.011494252873563175,0.05191535535924694,0.021194355074236514,0.0026952041220768904,6,0.08045977011494256,0.2943920288775949,0.12018504251546633,0.08666666666666668,6
S001,3,Ear level,4.2,NORMAL,standing,2.2702797184488084,1.0152999556781237,5.15417,5,2.308,0.5405427901068591,0.24173808468526756,0.2921865079365079,5,-0.4504761904761905,0.4462345610177589,0.1995621624690973,0.199125283446712,5,0.5266666666666666,2.2702797184488084,1.0152999556781237,5.15417,5
S002,3,Ear level,4.2,NORMAL,standing,0.3577708763999664,0.16000000000000003,0.12800000000000003,5,1.24,0.08518354199999198,0.03809523809523809,0.007256235827664397,5,-0.7047619047619048,0.08518354199999198,0.03809523809523809,0.007256235827664397,5,0.7047619047619048,0.3577708763999664,0.16000000000000003,0.12800000000000006,5
S003,3,Ear level,4.2,NORMAL,standing,5.103863242681959,2.282517031699873,26.04942,5,4.622,1.215205533971895,0.5434564361190174,1.4767244897959184,5,0.10047619047619051,0.8133181385889676,0.3637269290437053,0.6614863945578232,5,0.8138095238095238,5.103863242681959,2.282517031699873,26.04942,5
S004,3,Ear level,4.2,NORMAL,standing,0.44721359549995793,0.19999999999999998,0.2,5,2.7,0.10647942749998998,0.047619047619047616,0.011337868480725622,5,-0.35714285714285715,0.10647942749998998,0.047619047619047616,0.011337868480725622,5,0.35714285714285715,0.44721359549995793,0.19999999999999998,0.2,5
S005,3,Ear level,4.2,NORMAL,standing,0.44721359549995793,0.19999999999999998,0.2,5,2.8,0.10647942749998997,0.04761904761904761,0.01133786848072562,5,-0.33333333333333337,0.10647942749998997,0.04761904761904761,0.01133786848072562,5,0.33333333333333337,0.44721359549995793,0.19999999999999998,0.2,5
S006,3,Ear level,4.2,NORMAL,standing,0.5477225575051661,0.24494897427831777,0.3,5,1.4,0.13041013273932522,0.05832118435198041,0.017006802721088426,5,-0.6666666666666666,0.13041013273932522,0.05832118435198041,0.017006802721088426,5,0.6666666666666666,0.5477225575051661,0.24494897427831777,0.3,5
S007,3,Ear level,4.2,NORMAL,standing,0.44721359549995793,0.19999999999999998,0.2,5,1.8,0.10647942749998995,0.0476190476190476,0.011337868480725617,5,-0.5714285714285714,0.10647942749998995,0.0476190476190476,0.011337868480725617,5,0.5714285714285714,0.44721359549995793,0.19999999999999998,0.2,5
S008,3,Ear level,4.2,NORMAL,standing,0.8944271909999159,0.39999999999999997,0.8,5,2.6,0.21295885499997996,0.09523809523809523,0.045351473922902494,5,-0.380952380952381,0.21295885499997996,0.09523809523809523,0.045351473922902494,5,0.380952380952381,0.8944271909999159,0.39999999999999997,0.8,5
S009,3,Ear level,4.2,NORMAL,standing,0.303315017762062,0.13564659966250533,0.09199999999999998,5,1.32,0.07221786137191953,0.03229680944345366,0.005215419501133786,5,-0.6857142857142857,0.07221786137191953,0.03229680944345366,0.005215419501133786,5,0.6857142857142857,0.3033150177620621,0.1356465996625054,0.09200000000000004,5
S010,3,Ear level,4.2,NORMAL,standing,1.2747548783981961,0.5700877125495689,1.625,5,3.5,0.3035130662852848,0.13573516965465926,0.09212018140589569,5,-0.16666666666666669,0.18641503934346082,0.08336734000005523,0.03475056689342405,5,0.2714285714285714,1.2747548783981961,0.5700877125495689,1.625,5
S011,3,Ear level,4.2,NORMAL,standing,0.44721359549995793,0.19999999999999998,0.2,5,2.3,0.10647942749998998,0.047619047619047616,0.011337868480725623,5,-0.4523809523809524,0.10647942749998998,0.047619047619047616,0.011337868480725623,5,0.4523809523809524,0.44721359549995793,0.19999999999999998,0.2,5
S012,3,Ear level,4.2,NORMAL,standing,1.3416407864998738,0.6,1.8,5,6.6,0.3194382824999699,0.14285714285714282,0.1020408163265306,5,0.5714285714285714,0.3194382824999699,0.14285714285714282,0.1020408163265306,5,0.5714285714285714,1.3416407864998738,0.6,1.8,5
S013,3,Ear level,4.2,NORMAL,standing,0,0,0,5,0.5,0.12181311659320467,0.05447648185070264,0.014838435374149674,5,-0.8952380952380953,0.12181311659320467,0.05447648185070264,0.014838435374149674,5,0.8952380952380953,0.5116150896914595,0.22880122377295106,0.26175000000000015,5
S014,3,Ear level,4.2,NORMAL,standing,0.6123724356957945,0.27386127875258304,0.375,5,1,0.14580296087995107,0.06520506636966263,0.02125850340136054,5,-0.7619047619047619,0.14580296087995107,0.06520506636966263,0.02125850340136054,5,0.7619047619047619,0.6123724356957945,0.27386127875258304,0.375,5
S015,3,Ear level,4.2,NORMAL,standing,0.42190046219457966,0.18867962264113203,0.17799999999999994,5,2.51,0.10045249099870943,0.04492371967646,0.010090702947845798,5,-0.40238095238095245,0.10045249099870943,0.04492371967646,0.010090702947845798,5,0.40238095238095245,0.42190046219457966,0.18867962264113203,0.17799999999999994,5
S016,3,Ear level,4.2,NORMAL,standing,0.396232255123179,0.1772004514666935,0.157,5,1.48,0.0943410131245664,0.04219058368254606,0.00890022675736961,5,-0.6476190476190476,0.0943410131245664,0.04219058368254606,0.00890022675736961,5,0.6476190476190476,0.396232255123179,0.1772004514666935,0.157,5
