subject,block,condition,target_distance,type,location,perc_dist_sd,perc_dist_sem,perc_dist_var,perc_dist_n,perc_dist,rel_bias_signed_sd,rel_bias_signed_sem,rel_bias_signed_var,rel_bias_signed_n,rel_bias_signed,rel_bias_unsigned_sd,rel_bias_unsigned_sem,rel_bias_unsigned_var,rel_bias_unsigned_n,rel_bias_unsigned,log_bias_sd,log_bias_sem,log_bias_var,log_bias_n,log_bias_mean,log_bias_sd_un,log_bias_sem_un,log_bias_var_un,log_bias_n_un,log_bias_un_mean,antilog_bias_sd,antilog_bias_sem,antilog_bias_var,antilog_bias_n,antilog_bias_mean,absantilog_bias_sd,absantilog_bias_sem,absantilog_bias_var,absantilog_bias_n,absantilog_bias_mean,antilog_bias_sd_un,antilog_bias_sem_un,antilog_bias_var_un,antilog_bias_n_un,antilog_bias_un_mean,antilog_bias_sd_un_p,antilog_bias_sem_un_p,antilog_bias_var_un_p,antilog_bias_n_un_p,antilog_bias_un_p_mean,abs_bias_sd,abs_bias_sem,abs_bias_var,abs_bias_n,abs_bias_mean
S010,0,Floor level,2,NORMAL,standing,1.224744871391589,0.6123724356957945,1.5,4,2,0.6123724356957945,0.30618621784789724,0.375,4,0,0.2041241452319315,0.10206207261596575,0.041666666666666664,4,0.5,0.2784010862019714,0.1392005431009857,0.07750716479843751,4,-0.06552798240840288,0.0963541511294904,0.0481770755647452,0.009284122439884678,4,0.23550201325557832,0.6123724356957945,0.30618621784789724,0.375,4,0,0.2041241452319315,0.10206207261596575,0.041666666666666664,4,0.5,0.3535533905932738,0.1767766952966369,0.125,4,1.75,0.3535533905932738,0.1767766952966369,0.125,4,0.75,1.224744871391589,0.6123724356957945,1.5,4,0
S011,0,Floor level,2,NORMAL,standing,0,0,0,5,1,0,0,0,5,-0.5,0,0,0,5,0.5,0,0,0,5,-0.3010299956639812,0,0,0,5,0.3010299956639812,0,0,0,5,-0.5,0,0,0,5,0.5,0,0,0,5,2,0,0,0,5,1,0,0,0,5,-1
S012,0,Floor level,2,NORMAL,standing,0.44721359549995793,0.19999999999999998,0.2,5,1.2,0.22360679774997896,0.09999999999999999,0.05,5,-0.4,0.22360679774997896,0.09999999999999999,0.05,5,0.4,0.13462470671422577,0.060205999132796235,0.018123811657891307,5,-0.24082399653118497,0.13462470671422577,0.060205999132796235,0.018123811657891307,5,0.24082399653118497,0.22360679774997896,0.09999999999999999,0.05,5,-0.4,0.22360679774997896,0.09999999999999999,0.05,5,0.4,0.44721359549995793,0.19999999999999998,0.2,5,1.8,0.44721359549995793,0.19999999999999998,0.2,5,0.8,0.44721359549995793,0.19999999999999998,0.2,5,-0.8
S013,0,Floor level,2,NORMAL,standing,0.2581988897471611,0.10540925533894598,0.06666666666666667,6,0.6666666666666666,0.12909944487358055,0.05270462766947299,0.016666666666666666,6,-0.6666666666666666,0.12909944487358055,0.05270462766947299,0.016666666666666666,6,0.6666666666666666,0.15545122132206535,0.0634626953552528,0.024165082210521743,6,-0.5017166594399687,0.15545122132206535,0.0634626953552528,0.024165082210521743,6,0.5017166594399687,0.12909944487358055,0.05270462766947299,0.016666666666666666,6,-0.6666666666666666,0.12909944487358055,0.05270462766947299,0.016666666666666666,6,0.6666666666666666,1.0327955589886444,0.4216370213557839,1.0666666666666667,6,3.3333333333333335,1.0327955589886444,0.4216370213557839,1.0666666666666667,6,2.3333333333333335,0.2581988897471611,0.10540925533894598,0.06666666666666667,6,-1.3333333333333333
S014,0,Floor level,2,NORMAL,standing,0.6831300510639732,0.27888667551135854,0.4666666666666667,6,1.1666666666666667,0.3415650255319866,0.13944333775567927,0.11666666666666667,6,-0.4166666666666667,0.3415650255319866,0.13944333775567927,0.11666666666666667,6,0.4166666666666667,0.26924941342845155,0.10992061274056324,0.07249524663156523,6,-0.3010299956639812,0.26924941342845155,0.10992061274056324,0.07249524663156523,6,0.3010299956639812,0.3415650255319866,0.13944333775567927,0.11666666666666667,6,-0.4166666666666667,0.3415650255319866,0.13944333775567927,0.11666666666666667,6,0.4166666666666667,1.3662601021279464,0.5577733510227171,1.8666666666666667,6,2.3333333333333335,1.3662601021279464,0.5577733510227171,1.8666666666666667,6,1.3333333333333333,0.6831300510639732,0.27888667551135854,0.4666666666666667,6,-0.8333333333333334
S015,0,Floor level,2,NORMAL,standing,0.3361547262794322,0.15033296378372907,0.113,5,1.36,0.1680773631397161,0.07516648189186453,0.02825,5,-0.32,0.1680773631397161,0.07516648189186453,0.02825,5,0.32,0.11313557933149081,0.05059576921180673,0.01279965931067205,5,-0.1788979630460052,0.11313557933149081,0.05059576921180673,0.01279965931067205,5,0.1788979630460052,0.1680773631397161,0.07516648189186453,0.02825,5,-0.32,0.1680773631397161,0.07516648189186453,0.02825,5,0.32,0.41274975545786424,0.18458730218003985,0.17036236063052673,5,1.5519607843137255,0.41274975545786424,0.18458730218003985,0.17036236063052673,5,0.5519607843137255,0.3361547262794322,0.15033296378372907,0.113,5,-0.64
S016,0,Floor level,2,NORMAL,standing,0.2683281572999748,0.12,0.072,5,0.88,0.1341640786499874,0.06,0.018000000000000006,5,-0.56,0.1341640786499874,0.06,0.018000000000000006,5,0.56,0.17796418207150635,0.07958800173440751,0.031671250100380265,5,-0.3806179973983887,0.17796418207150635,0.07958800173440751,0.031671250100380265,5,0.3806179973983887,0.13416407864998736,0.05999999999999999,0.01799999999999999,5,-0.5599999999999999,0.13416407864998736,0.05999999999999999,0.01799999999999999,5,0.5599999999999999,1.3416407864998734,0.5999999999999998,1.799999999999999,5,2.5999999999999996,1.3416407864998734,0.5999999999999998,1.799999999999999,5,1.5999999999999999,0.2683281572999748,0.12,0.07200000000000002,5,-1.12
S017,0,Floor level,2,NORMAL,standing,0.5163977794943222,0.21081851067789195,0.26666666666666666,6,2.3333333333333335,0.2581988897471611,0.10540925533894598,0.06666666666666667,6,0.16666666666666666,0.2581988897471611,0.10540925533894598,0.06666666666666667,6,0.16666666666666666,0.09093313516471326,0.03712329697751358,0.008268835070884011,6,0.058697086351893746,0.09093313516471326,0.03712329697751358,0.008268835070884011,6,0.058697086351893746,0.2581988897471611,0.10540925533894598,0.06666666666666667,6,0.16666666666666666,0.2581988897471611,0.10540925533894598,0.06666666666666667,6,0.16666666666666666,0.2581988897471611,0.10540925533894598,0.06666666666666667,6,1.1666666666666667,0.2581988897471611,0.10540925533894598,0.06666666666666667,6,0.16666666666666666,0.5163977794943222,0.21081851067789195,0.26666666666666666,6,0.3333333333333333
S018,0,Floor level,2,NORMAL,standing,0,0,0,4,1,0,0,0,4,-0.5,0,0,0,4,0.5,0,0,0,4,-0.3010299956639812,0,0,0,4,0.3010299956639812,0,0,0,4,-0.5,0,0,0,4,0.5,0,0,0,4,2,0,0,0,4,1,0,0,0,4,-1
S019,0,Floor level,2,NORMAL,standing,0.5477225575051661,0.24494897427831777,0.3,5,2.6,0.27386127875258304,0.12247448713915889,0.075,5,0.3,0.27386127875258304,0.12247448713915889,0.075,5,0.3,0.09644915476428247,0.04313337328506666,0.009302439454744512,5,0.10565475543340874,0.09644915476428247,0.04313337328506666,0.009302439454744512,5,0.10565475543340874,0.27386127875258304,0.12247448713915889,0.075,5,0.3,0.27386127875258304,0.12247448713915889,0.075,5,0.3,0.27386127875258304,0.12247448713915889,0.075,5,1.3,0.27386127875258304,0.12247448713915889,0.075,5,0.3,0.5477225575051661,0.24494897427831777,0.3,5,0.6
S020,0,Floor level,2,NORMAL,standing,0.4219004621945798,0.18867962264113208,0.17800000000000002,5,1.66,0.2109502310972899,0.09433981132056604,0.044500000000000005,5,-0.17,0.2109502310972899,0.09433981132056604,0.044500000000000005,5,0.17,0.11779605172348409,0.052679995826958335,0.01387590980164174,5,-0.09319477878877301,0.11779605172348409,0.052679995826958335,0.01387590980164174,5,0.09319477878877301,0.2109502310972899,0.09433981132056604,0.044500000000000005,5,-0.17,0.2109502310972899,0.09433981132056604,0.044500000000000005,5,0.17,0.35618788033028703,0.1592920626360164,0.12686980609418286,5,1.2771929824561403,0.35618788033028703,0.1592920626360164,0.12686980609418286,5,0.2771929824561404,0.4219004621945798,0.18867962264113208,0.17800000000000002,5,-0.34
S021,0,Floor level,2,NORMAL,standing,0,0,0,6,2,0,0,0,6,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,1,0,0,0,6,0,0,0,0,6,0
S022,0,Floor level,2,NORMAL,standing,0.3999999999999999,0.19999999999999996,0.15999999999999992,4,1.7,0.19999999999999996,0.09999999999999998,0.03999999999999998,4,-0.15000000000000002,0.050000000000000044,0.025000000000000022,0.0025000000000000044,4,0.22499999999999998,0.0928182884809558,0.0464091442404779,0.008615234676533932,4,-0.07852959236782205,0.03212044812734415,0.016060224063672076,0.0010317231879014063,4,0.10887851254462787,0.19999999999999996,0.09999999999999998,0.03999999999999998,4,-0.15000000000000002,0.050000000000000044,0.025000000000000022,0.0025000000000000044,4,0.22499999999999998,0.09166666666666667,0.04583333333333334,0.00840277777777778,4,1.2874999999999999,0.09166666666666667,0.04583333333333334,0.00840277777777778,4,0.2874999999999999,0.3999999999999999,0.19999999999999996,0.15999999999999992,4,-0.30000000000000004
S001,3,Ear level,2.9,NORMAL,standing,0.8716478646793095,0.3898127755730948,0.75977,5,0.628,0.30056822919976195,0.134418198473481,0.09034126040428064,5,-0.783448275862069,0.30056822919976195,0.134418198473481,0.09034126040428064,5,0.783448275862069,0.9804306908431408,0.43846193439046866,0.9612443395471584,5,-1.3067677478222273,0.9804306908431408,0.43846193439046866,0.9612443395471584,5,1.3067677478222273,0.30056822919976195,0.134418198473481,0.09034126040428063,5,-0.783448275862069,0.30056822919976195,0.134418198473481,0.09034126040428063,5,0.783448275862069,121.4631187736517,54.31995806740321,14753.289222222222,5,84.00333333333333,121.4631187736517,54.31995806740321,14753.289222222222,5,83.00333333333333,0.8716478646793097,0.38981277557309485,0.7597700000000001,5,-2.272
S002,3,Ear level,2.9,NORMAL,standing,0.21679483388678802,0.09695359714832659,0.047000000000000014,5,0.98,0.07475683927130623,0.03343227487873331,0.005588585017835914,5,-0.6620689655172414,0.07475683927130623,0.03343227487873331,0.005588585017835914,5,0.6620689655172414,0.09691170768536642,0.04334023324001362,0.009391879086493908,5,-0.4797412175468724,0.09691170768536642,0.04334023324001362,0.009391879086493908,5,0.4797412175468724,0.0747568392713062,0.0334322748787333,0.005588585017835909,5,-0.6620689655172414,0.0747568392713062,0.0334322748787333,0.005588585017835909,5,0.6620689655172414,0.6956798687602789,0.31111749542522316,0.4839704797983188,5,3.079169719169719,0.6956798687602789,0.31111749542522316,0.4839704797983188,5,2.079169719169719,0.2167948338867881,0.09695359714832663,0.04700000000000005,5,-1.92
S003,3,Ear level,2.9,NORMAL,standing,2.489722876145054,1.113437919239326,6.19872,5,3.412,0.858525129705191,0.3839441100825262,0.737065398335315,5,0.17655172413793105,0.6102103884666564,0.27289438183759945,0.3723567181926278,5,0.5682758620689655,0.8286438009083197,0.37058077359296093,0.686650548783787,5,-0.22648763966591853,0.7076540100503554,0.3164724942045828,0.5007741979403485,5,0.44721105934020644,0.858525129705191,0.3839441100825262,0.737065398335315,5,0.17655172413793108,0.6102103884666564,0.27289438183759945,0.3723567181926277,5,0.5682758620689655,20.96754628213343,9.376971761644667,439.63799709340736,5,10.839080459770116,20.96754628213343,9.376971761644667,439.63799709340736,5,9.839080459770116,2.489722876145054,1.113437919239326,6.198719999999999,5,0.512
S004,3,Ear level,2.9,NORMAL,standing,0.5,0.22360679774997896,0.25,5,2.5,0.17241379310344826,0.07710579232757894,0.029726516052318665,5,-0.1379310344827586,0.13879042618964207,0.06206896551724136,0.019262782401902486,5,0.16551724137931034,0.08813483044659826,0.039415094412802366,0.007767748337850624,5,-0.07154949601109108,0.07407729540417253,0.033128373622612506,0.005487445694397041,5,0.08332810146765618,0.1724137931034483,0.07710579232757896,0.02972651605231867,5,-0.13793103448275856,0.13879042618964207,0.06206896551724136,0.019262782401902483,5,0.16551724137931034,0.21098903612520153,0.09435716545662189,0.0445163733650416,5,1.2257931034482759,0.21098903612520153,0.09435716545662189,0.0445163733650416,5,0.22579310344827586,0.5,0.22360679774997896,0.25,5,-0.3999999999999999
S005,3,Ear level,2.9,NORMAL,standing,0.3535533905932738,0.15811388300841897,0.125,5,2,0.12191496227354268,0.05452202862359275,0.014863258026159334,5,-0.31034482758620685,0.12191496227354268,0.05452202862359275,0.014863258026159334,5,0.31034482758620685,0.07881008288469193,0.03524494052851278,0.006211029164292013,5,-0.16697374695502357,0.07881008288469193,0.03524494052851278,0.006211029164292013,5,0.16697374695502357,0.12191496227354269,0.054522028623592754,0.014863258026159336,5,-0.31034482758620685,0.12191496227354269,0.054522028623592754,0.014863258026159336,5,0.31034482758620685,0.27849396562383344,0.12454628769167624,0.07755888888888891,5,1.4886666666666666,0.27849396562383344,0.12454628769167624,0.07755888888888891,5,0.48866666666666664,0.3535533905932738,0.15811388300841897,0.125,5,-0.8999999999999999
S006,3,Ear level,2.9,NORMAL,standing,0.44721359549995793,0.19999999999999998,0.2,5,1.2,0.1542115846551579,0.06896551724137931,0.02378121284185494,5,-0.5862068965517241,0.1542115846551579,0.06896551724137931,0.02378121284185494,5,0.5862068965517241,0.1346247067142258,0.06020599913279624,0.01812381165789131,5,-0.40219199876615985,0.1346247067142258,0.06020599913279624,0.01812381165789131,5,0.40219199876615985,0.1542115846551579,0.06896551724137931,0.02378121284185494,5,-0.5862068965517241,0.1542115846551579,0.06896551724137931,0.02378121284185494,5,0.5862068965517241,0.648459713474939,0.29,0.4205,5,2.61,0.648459713474939,0.29,0.4205,5,1.6099999999999999,0.44721359549995793,0.19999999999999998,0.2,5,-1.7
S007,3,Ear level,2.9,NORMAL,standing,0.27386127875258304,0.12247448713915889,0.075,5,1.3,0.09443492370778726,0.04223258177212376,0.008917954815695602,5,-0.5517241379310345,0.09443492370778726,0.04223258177212376,0.008917954815695602,5,0.5517241379310345,0.09644915476428247,0.04313337328506666,0.009302439454744512,5,-0.35674324246554734,0.09644915476428247,0.04313337328506666,0.009302439454744512,5,0.35674324246554734,0.09443492370778726,0.04223258177212376,0.008917954815695602,5,-0.5517241379310345,0.09443492370778726,0.04223258177212376,0.008917954815695602,5,0.5517241379310345,0.5294651389216605,0.2367840084690405,0.28033333333333327,5,2.32,0.5294651389216605,0.2367840084690405,0.28033333333333327,5,1.32,0.27386127875258304,0.12247448713915889,0.075,5,-1.5999999999999999
S008,3,Ear level,2.9,NORMAL,standing,0.8366600265340756,0.3741657386773941,0.7,5,1.8,0.2885034574255433,0.12902266850944624,0.08323424494649227,5,-0.3793103448275862,0.2644177863818043,0.11825122896194651,0.0699167657550535,5,0.393103448275862,0.20973577181777867,0.09379668861958754,0.04398909397999932,5,-0.2465617486894311,0.20078731825889967,0.08979481852935688,0.04031554717360066,5,0.2524510514177136,0.28850345742554334,0.12902266850944627,0.08323424494649229,5,-0.3793103448275862,0.2644177863818043,0.11825122896194651,0.0699167657550535,5,0.3931034482758621,0.8864428439424024,0.39642929144468986,0.7857809155766943,5,1.946896551724138,0.8864428439424024,0.39642929144468986,0.7857809155766943,5,0.9468965517241379,0.8366600265340756,0.3741657386773941,0.7,5,-1.0999999999999999
S009,3,Ear level,2.9,NORMAL,standing,0.1341640786499874,0.06,0.018000000000000002,5,0.9400000000000001,0.04626347539654735,0.020689655172413782,0.002140309155766942,5,-0.6758620689655171,0.04626347539654735,0.020689655172413782,0.002140309155766942,5,0.6758620689655171,0.06294767028820436,0.028151053957933745,0.003962409194712487,5,-0.4928834660705336,0.06294767028820436,0.028151053957933745,0.003962409194712487,5,0.4928834660705336,0.04626347539654741,0.02068965517241381,0.0021403091557669475,5,-0.6758620689655173,0.04626347539654741,0.02068965517241381,0.0021403091557669475,5,0.6758620689655173,0.4580563275117526,0.2048490171680372,0.209815599173554,5,3.137272727272727,0.4580563275117526,0.2048490171680372,0.209815599173554,5,2.137272727272727,0.13416407864998728,0.05999999999999995,0.01799999999999997,5,-1.9599999999999997
S010,3,Ear level,2.9,NORMAL,standing,1.1519548602267364,0.5151698748956502,1.3269999999999997,5,5.12,0.39722581387128847,0.17764478444677598,0.1577883472057075,5,0.7655172413793103,0.39722581387128847,0.17764478444677598,0.1577883472057075,5,0.7655172413793103,0.09427114439574016,0.04215933743711467,0.008887048665682493,5,0.23848638713060857,0.09427114439574016,0.04215933743711467,0.008887048665682493,5,0.23848638713060857,0.39722581387128836,0.17764478444677592,0.15778834720570742,5,0.7655172413793103,0.39722581387128836,0.17764478444677592,0.15778834720570742,5,0.7655172413793103,0.39722581387128836,0.17764478444677592,0.15778834720570742,5,1.7655172413793103,0.39722581387128836,0.17764478444677592,0.15778834720570742,5,0.7655172413793103,1.1519548602267364,0.5151698748956502,1.3269999999999997,5,2.22
S011,3,Ear level,2.9,NORMAL,standing,0.22360679774997896,0.09999999999999999,0.05,5,1.9,0.07710579232757896,0.034482758620689655,0.005945303210463735,5,-0.3448275862068965,0.07710579232757896,0.034482758620689655,0.005945303210463735,5,0.3448275862068965,0.055874301615820056,0.024987747321659995,0.003121937581055632,5,-0.18635574955663486,0.055874301615820056,0.024987747321659995,0.003121937581055632,5,0.18635574955663486,0.07710579232757896,0.034482758620689655,0.005945303210463735,5,-0.3448275862068965,0.07710579232757896,0.034482758620689655,0.005945303210463735,5,0.3448275862068965,0.2161532378249797,0.09666666666666668,0.046722222222222234,5,1.5466666666666666,0.2161532378249797,0.09666666666666668,0.046722222222222234,5,0.5466666666666666,0.22360679774997896,0.09999999999999999,0.05,5,-0.9999999999999999
S012,3,Ear level,2.9,NORMAL,standing,0.44721359549995793,0.19999999999999998,0.2,5,7.8,0.1542115846551579,0.06896551724137931,0.02378121284185494,5,1.6896551724137931,0.1542115846551579,0.06896551724137931,0.02378121284185494,5,1.6896551724137931,0.025934787117934226,0.011598389395537357,6.72613182852567e-4,5,0.42909359969745015,0.025934787117934226,0.011598389395537357,6.72613182852567e-4,5,0.42909359969745015,0.15421158465515802,0.06896551724137935,0.023781212841854967,5,1.6896551724137931,0.15421158465515802,0.06896551724137935,0.023781212841854967,5,1.6896551724137931,0.15421158465515802,0.06896551724137935,0.023781212841854967,5,2.689655172413793,0.15421158465515802,0.06896551724137935,0.023781212841854967,5,1.6896551724137931,0.44721359549995793,0.19999999999999998,0.2,5,4.8999999999999995
S013,3,Ear level,2.9,NORMAL,standing,0.47104139945444284,0.2106561178793533,0.22188,5,0.524,0.16242806877739407,0.07264004064805286,0.026382877526753862,5,-0.8193103448275861,0.16242806877739407,0.07264004064805286,0.026382877526753862,5,0.8193103448275861,0.7377530301399968,0.3299331851998968,0.5442795334807471,5,-1.0623979978989562,0.7377530301399968,0.3299331851998968,0.5442795334807471,5,1.0623979978989562,0.1624280687773941,0.07264004064805286,0.02638287752675387,5,-0.8193103448275862,0.1624280687773941,0.07264004064805286,0.02638287752675387,5,0.8193103448275862,61.29230783711769,27.41075336432765,3756.7469999999985,5,37.12,61.29230783711769,27.41075336432765,3756.7469999999985,5,36.12,0.47104139945444284,0.2106561178793533,0.22187999999999997,5,-2.376
S014,3,Ear level,2.9,NORMAL,standing,0.22360679774997896,0.09999999999999999,0.05,5,0.9,0.07710579232757896,0.034482758620689655,0.005945303210463735,5,-0.689655172413793,0.07710579232757896,0.034482758620689655,0.005945303210463735,5,0.689655172413793,0.13462470671422574,0.06020599913279622,0.0181238116578913,5,-0.5226039970317523,0.13462470671422574,0.06020599913279622,0.0181238116578913,5,0.5226039970317523,0.07710579232757896,0.034482758620689655,0.005945303210463735,5,-0.689655172413793,0.07710579232757896,0.034482758620689655,0.005945303210463735,5,0.689655172413793,1.2969194269498776,0.5799999999999997,1.6819999999999988,5,3.4799999999999995,1.2969194269498776,0.5799999999999997,1.6819999999999988,5,2.4799999999999995,0.22360679774997896,0.09999999999999999,0.05,5,-2
S015,3,Ear level,2.9,NORMAL,standing,0.4328048058882895,0.1935561933909633,0.18732,5,1.648,0.1492430365132033,0.06674351496240115,0.022273483947681333,5,-0.4317241379310345,0.1492430365132033,0.06674351496240115,0.022273483947681333,5,0.4317241379310345,0.11827323922473812,0.05289340056512179,0.013988559116712132,5,-0.25802696414594795,0.11827323922473812,0.05289340056512179,0.013988559116712132,5,0.25802696414594795,0.14924303651320328,0.06674351496240115,0.02227348394768133,5,-0.4317241379310345,0.14924303651320328,0.06674351496240115,0.02227348394768133,5,0.4317241379310345,0.5129660534130516,0.22940539311627425,0.2631341719541617,5,1.866400895576306,0.5129660534130516,0.22940539311627425,0.2631341719541617,5,0.866400895576306,0.4328048058882895,0.1935561933909633,0.18732,5,-1.252
S016,3,Ear level,2.9,NORMAL,standing,0.3781534080237808,0.16911534525287764,0.14300000000000002,5,1.44,0.130397726904752,0.05831563629409574,0.01700356718192628,5,-0.503448275862069,0.130397726904752,0.05831563629409574,0.01700356718192628,5,0.503448275862069,0.11360553151279246,0.050805938216519686,0.012906216790304079,5,-0.3159192459343624,0.11360553151279246,0.050805938216519686,0.012906216790304079,5,0.3159192459343624,0.130397726904752,0.05831563629409574,0.017003567181926284,5,-0.503448275862069,0.130397726904752,0.05831563629409574,0.017003567181926284,5,0.503448275862069,0.5510847887979167,0.24645260982365125,0.3036944444444444,5,2.1266666666666665,0.5510847887979167,0.24645260982365125,0.3036944444444444,5,1.1266666666666667,0.3781534080237808,0.16911534525287764,0.14300000000000002,5,-1.46
S017,3,Ear level,2.9,NORMAL,standing,1.3416407864998738,0.6,1.8,5,4.6,0.46263475396547377,0.20689655172413793,0.21403091557669446,5,0.5862068965517242,0.46263475396547377,0.20689655172413793,0.21403091557669446,5,0.5862068965517242,0.12970929389460292,0.058007759692366115,0.016824500922636473,5,0.18511074972961883,0.12970929389460292,0.058007759692366115,0.016824500922636473,5,0.18511074972961883,0.46263475396547377,0.20689655172413793,0.21403091557669443,5,0.5862068965517242,0.46263475396547377,0.20689655172413793,0.21403091557669443,5,0.5862068965517242,0.46263475396547377,0.20689655172413793,0.21403091557669443,5,1.5862068965517242,0.46263475396547377,0.20689655172413793,0.21403091557669443,5,0.5862068965517242,1.3416407864998738,0.6,1.8,5,1.7000000000000002
S018,3,Ear level,2.9,NORMAL,standing,1.6431676725154984,0.7348469228349535,2.7,5,3.8,0.5666095422467236,0.2533954906327425,0.32104637336504166,5,0.31034482758620696,0.4532876337973789,0.20271639250619405,0.20546967895362667,5,0.4344827586206897,0.19156705444256922,0.08567139119659757,0.036697936347802274,5,0.08408075406563764,0.13387332299139632,0.059869970116509526,0.01792206660875872,5,0.14862795495962758,0.5666095422467236,0.2533954906327425,0.32104637336504166,5,0.31034482758620696,0.4532876337973789,0.20271639250619405,0.20546967895362667,5,0.43448275862068975,0.44799792444737485,0.200350762568629,0.20070214030915579,5,1.4624137931034484,0.44799792444737485,0.200350762568629,0.20070214030915579,5,0.4624137931034483,1.6431676725154984,0.7348469228349535,2.7,5,0.9000000000000001
S019,3,Ear level,2.9,NORMAL,standing,0.5856620185738529,0.2619160170741759,0.343,5,1.44,0.20195242019788034,0.0903158679566124,0.04078478002378123,5,-0.503448275862069,0.20195242019788034,0.0903158679566124,0.04078478002378123,5,0.503448275862069,0.19909352683214968,0.089037331975373,0.03963823242646391,5,-0.33774813981937596,0.19909352683214968,0.089037331975373,0.03963823242646391,5,0.33774813981937596,0.20195242019788032,0.09031586795661238,0.04078478002378121,5,-0.503448275862069,0.20195242019788032,0.09031586795661238,0.04078478002378121,5,0.503448275862069,1.1518748888821166,0.5151341106230859,1.3268157596371886,5,2.375238095238095,1.1518748888821166,0.5151341106230859,1.3268157596371886,5,1.3752380952380954,0.5856620185738529,0.2619160170741759,0.3430000000000001,5,-1.46
S020,3,Ear level,2.9,NORMAL,standing,0.3535533905932738,0.15811388300841897,0.125,5,1,0.12191496227354269,0.054522028623592754,0.014863258026159336,5,-0.6551724137931034,0.12191496227354269,0.054522028623592754,0.014863258026159336,5,0.6551724137931034,0.17212295911950265,0.07697572741592505,0.02962631305605398,5,-0.48738574522061606,0.17212295911950265,0.07697572741592505,0.02962631305605398,5,0.48738574522061606,0.12191496227354269,0.054522028623592754,0.014863258026159336,5,-0.6551724137931034,0.12191496227354269,0.054522028623592754,0.014863258026159336,5,0.6551724137931034,1.466022585849966,0.6556252317021091,2.149222222222221,5,3.286666666666666,1.466022585849966,0.6556252317021091,2.149222222222221,5,2.286666666666666,0.3535533905932738,0.15811388300841897,0.125,5,-1.9
S021,3,Ear level,2.9,NORMAL,standing,0.27386127875258304,0.12247448713915889,0.075,5,2.2,0.09443492370778725,0.04223258177212375,0.008917954815695598,5,-0.24137931034482754,0.09443492370778725,0.04223258177212375,0.008917954815695598,5,0.24137931034482754,0.05307980017263157,0.023738008283621853,0.0028174651863664985,5,-0.12260399703175229,0.05307980017263157,0.023738008283621853,0.0028174651863664985,5,0.12260399703175229,0.09443492370778726,0.04223258177212376,0.008917954815695602,5,-0.24137931034482754,0.09443492370778726,0.04223258177212376,0.008917954815695602,5,0.24137931034482754,0.1588395416764982,0.07103520254071218,0.025230000000000006,5,1.3339999999999999,0.1588395416764982,0.07103520254071218,0.025230000000000006,5,0.33399999999999996,0.27386127875258304,0.12247448713915889,0.075,5,-0.7
S022,3,Ear level,2.9,NORMAL,standing,0.3646916505762094,0.16309506430300091,0.133,5,1.54,0.12575574157800323,0.056239677345862375,0.01581450653983353,5,-0.4689655172413793,0.12575574157800323,0.056239677345862375,0.01581450653983353,5,0.4689655172413793,0.11132219038667254,0.04978479702175468,0.012392630072486569,5,-0.28566571086823256,0.11132219038667254,0.04978479702175468,0.012392630072486569,5,0.28566571086823256,0.12575574157800323,0.056239677345862375,0.01581450653983353,5,-0.4689655172413793,0.12575574157800323,0.056239677345862375,0.01581450653983353,5,0.4689655172413793,0.5492482017102027,0.2456312631087059,0.3016735870818915,5,1.9845098039215687,0.5492482017102027,0.2456312631087059,0.3016735870818915,5,0.9845098039215686,0.3646916505762094,0.16309506430300091,0.133,5,-1.3599999999999999
S001,0,Floor level,2.9,NORMAL,standing,0.022360679774997904,0.010000000000000002,5.000000000000003e-4,5,0.16,0.0077105792327579106,0.003448275862068972,5.9453032104637574e-5,5,-0.9448275862068966,0.0077105792327579106,0.003448275862068972,5.9453032104637574e-5,5,0.9448275862068966,0.05587430161582012,0.024987747321660023,0.003121937581055639,5,-1.261318991521615,0.05587430161582012,0.024987747321660023,0.003121937581055639,5,1.261318991521615,0.0077105792327579106,0.003448275862068972,5.9453032104637574e-5,5,-0.9448275862068966,0.0077105792327579106,0.003448275862068972,5.9453032104637574e-5,5,0.9448275862068966,2.1615323782498,0.9666666666666681,4.672222222222237,5,18.36666666666667,2.1615323782498,0.9666666666666681,4.672222222222237,5,17.36666666666667,0.022360679774998015,0.010000000000000052,5.000000000000053e-4,5,-2.7399999999999998
S002,0,Floor level,2.9,NORMAL,standing,0.23452078799117146,0.09574271077563382,0.05499999999999999,6,0.95,0.080869237238335,0.03301472785366684,0.006539833531510109,6,-0.6724137931034483,0.080869237238335,0.03301472785366684,0.006539833531510109,6,0.6724137931034483,0.1331810172139565,0.05437092259983606,0.017737183346144176,6,-0.4993727895016821,0.1331810172139565,0.05437092259983606,0.017737183346144176,6,0.4993727895016821,0.08086923723833499,0.03301472785366683,0.006539833531510105,6,-0.6724137931034483,0.08086923723833499,0.03301472785366683,0.006539833531510105,6,0.6724137931034483,1.2385662260437653,0.5056425444086458,1.5340462962962953,6,3.3027777777777776,1.2385662260437653,0.5056425444086458,1.5340462962962953,6,2.3027777777777776,0.23452078799117146,0.09574271077563382,0.05499999999999999,6,-1.95
