subject,block,condition,target_distance,type,location,log_bias,log_bias_un,perc_dist_sd,perc_dist_sem,perc_dist_var,perc_dist_n,perc_dist,rel_bias_signed_sd,rel_bias_signed_sem,rel_bias_signed_var,rel_bias_signed_n,rel_bias_signed,rel_bias_unsigned_sd,rel_bias_unsigned_sem,rel_bias_unsigned_var,rel_bias_unsigned_n,rel_bias_unsigned,log_bias_sd,log_bias_sem,log_bias_var,log_bias_n,log_bias_sd_un,log_bias_sem_un,log_bias_var_un,log_bias_n_un,abs_bias_sd,abs_bias_sem,abs_bias_var,abs_bias_n,slope,intercepto
T002,0,Floor level,6,NORMAL,sitting,-0.15807714136013104,0.15807714136013104,0.570087712549569,0.25495097567963926,0.325,5,4.2,0.0950146187582615,0.04249182927993987,0.009027777777777779,5,-0.3,0.0950146187582615,0.04249182927993987,0.009027777777777779,5,0.3,0.05862732917861061,0.026218938676526048,0.0034371637266171675,5,0.05862732917861061,0.026218938676526048,0.0034371637266171675,5,0.570087712549569,0.25495097567963926,0.325,5,0.5278852353320437,1.2176499032882018
T002,2,Floor level,2,ROVED,sitting,-0.28566687589218287,0.28566687589218287,0.3403429642777023,0.17017148213885114,0.11583333333333332,4,1.075,0.17017148213885114,0.08508574106942557,0.02895833333333333,4,-0.4625,0.17017148213885114,0.08508574106942557,0.02895833333333333,4,0.4625,0.1355443355356743,0.06777216776783715,0.01837226689580746,4,0.1355443355356743,0.06777216776783715,0.01837226689580746,4,0.3403429642777023,0.17017148213885114,0.11583333333333332,4,0.11888643271621982,0.95745371649627
T002,2,Floor level,2.9,ROVED,sitting,-0.3955072476687699,0.3955072476687699,0.34641016151377546,0.15491933384829668,0.12000000000000001,5,1.2,0.11945177983233636,0.05342045994768851,0.014268727705112961,5,-0.5862068965517241,0.11945177983233636,0.05342045994768851,0.014268727705112961,5,0.5862068965517241,0.11074955897833878,0.04952870847073753,0.01226546481389654,5,0.11074955897833878,0.04952870847073753,0.01226546481389654,5,0.34641016151377546,0.15491933384829668,0.12000000000000001,5,0.11888643271621982,0.95745371649627
T002,2,Floor level,4.2,ROVED,sitting,-0.352812786775628,0.352812786775628,0.4183300132670378,0.18708286933869706,0.175,5,1.9,0.09960238411119948,0.044543540318737404,0.009920634920634924,5,-0.5476190476190477,0.09960238411119948,0.044543540318737404,0.009920634920634924,5,0.5476190476190477,0.09477752588990637,0.042385798125815374,0.008982779413811872,5,0.09477752588990637,0.042385798125815374,0.008982779413811872,5,0.4183300132670378,0.18708286933869706,0.175,5,0.11888643271621982,0.95745371649627
T002,2,Floor level,6,ROVED,sitting,-0.6267370805705353,0.6267370805705353,0.3391164991562634,0.13844373104863458,0.115,6,1.45,0.05651941652604391,0.023073955174772436,0.003194444444444446,6,-0.7583333333333333,0.05651941652604391,0.023073955174772436,0.003194444444444446,6,0.7583333333333333,0.10232850789628412,0.0417754384143759,0.01047112352827988,6,0.10232850789628412,0.0417754384143759,0.01047112352827988,6,0.33911649915626335,0.13844373104863458,0.11499999999999998,6,0.11888643271621982,0.95745371649627
T002,3,Ear level,2,NORMAL,sitting,-0.22498774732166,0.22498774732166,0.4878524367060187,0.21817424229271426,0.238,5,1.26,0.24392621835300934,0.10908712114635713,0.0595,5,-0.37,0.24392621835300934,0.10908712114635713,0.0595,5,0.37,0.159770634631115,0.07145159996869102,0.025526655690429244,5,0.159770634631115,0.07145159996869102,0.025526655690429244,5,0.4878524367060187,0.21817424229271426,0.238,5,0.5121304227687206,0.5817076540480798
T002,3,Ear level,2.9,NORMAL,sitting,-0.10676774782222732,0.11265705055050988,0.44721359549995793,0.19999999999999998,0.2,5,2.3,0.1542115846551579,0.06896551724137931,0.023781212841854932,5,-0.2068965517241379,0.12809776290349453,0.057287061123572916,0.016409036860879897,5,0.22068965517241376,0.07983380115488821,0.035702761256906246,0.00637343580683823,5,0.06897906912391227,0.03084837751714494,0.004758111977201468,5,0.44721359549995793,0.19999999999999998,0.2,5,0.5121304227687206,0.5817076540480798
T002,3,Ear level,4.2,NORMAL,sitting,-0.13518556903551773,0.13518556903551773,0.4183300132670378,0.18708286933869706,0.175,5,3.1,0.09960238411119945,0.04454354031873739,0.009920634920634918,5,-0.2619047619047619,0.09960238411119945,0.04454354031873739,0.009920634920634918,5,0.2619047619047619,0.06048703813258345,0.027050625804415706,0.0036586817820526045,5,0.06048703813258345,0.027050625804415706,0.0036586817820526045,5,0.4183300132670378,0.18708286933869706,0.175,5,0.5121304227687206,0.5817076540480798
T002,3,Ear level,6,NORMAL,sitting,-0.2492635324900759,0.2492635324900759,0.4183300132670378,0.18708286933869706,0.175,5,3.4,0.06972166887783963,0.03118047822311618,0.004861111111111112,5,-0.43333333333333335,0.06972166887783963,0.03118047822311618,0.004861111111111112,5,0.43333333333333335,0.0528549894553316,0.023637469874431206,0.002793649910323214,5,0.0528549894553316,0.023637469874431206,0.002793649910323214,5,0.4183300132670378,0.18708286933869706,0.175,5,0.5121304227687206,0.5817076540480798
T002,5,Ear level,2,ROVED,sitting,-0.281234684152075,0.281234684152075,0.29860788111948194,0.14930394055974097,0.08916666666666666,4,1.075,0.14930394055974097,0.07465197027987049,0.022291666666666664,4,-0.4625,0.14930394055974097,0.07465197027987049,0.022291666666666664,4,0.4625,0.11377208899904973,0.05688604449952486,0.012944088235207693,4,0.11377208899904973,0.05688604449952486,0.012944088235207693,4,0.29860788111948194,0.14930394055974097,0.08916666666666666,4,0.22886156396794702,0.7922975960209999
T002,5,Ear level,2.9,ROVED,sitting,-0.22717974608781982,0.22717974608781982,0.570087712549569,0.25495097567963926,0.325,5,1.8,0.19658196984467896,0.08791412954470318,0.03864447086801427,5,-0.3793103448275862,0.19658196984467896,0.08791412954470318,0.03864447086801427,5,0.3793103448275862,0.1532680402686695,0.06854355136378402,0.0234910921677985,5,0.1532680402686695,0.06854355136378402,0.0234910921677985,5,0.570087712549569,0.25495097567963926,0.325,5,0.22886156396794702,0.7922975960209999
T002,5,Ear level,4.2,ROVED,sitting,-0.45953741822463906,0.45953741822463906,0.5431390245600107,0.2217355782608345,0.295,6,1.55,0.12931881537143114,0.0527941853001987,0.01672335600907029,6,-0.6309523809523809,0.12931881537143114,0.0527941853001987,0.01672335600907029,6,0.6309523809523809,0.17403872813977964,0.07105101323757006,0.03028947889251212,6,0.17403872813977964,0.07105101323757006,0.03028947889251212,6,0.5431390245600108,0.22173557826083456,0.29500000000000004,6,0.22886156396794702,0.7922975960209999
T002,5,Ear level,6,ROVED,sitting,-0.4383572495164399,0.4383572495164399,0.27386127875258304,0.12247448713915889,0.075,5,2.2,0.045643546458763805,0.02041241452319313,0.00208333333333333,5,-0.6333333333333333,0.045643546458763805,0.02041241452319313,0.00208333333333333,5,0.6333333333333333,0.05307980017263157,0.023738008283621853,0.0028174651863664985,5,0.05307980017263157,0.023738008283621853,0.0028174651863664985,5,0.27386127875258304,0.12247448713915889,0.075,5,0.22886156396794702,0.7922975960209999
T003,0,Floor level,2,NORMAL,sitting,-0.25928799168270095,0.2677637113106762,0.535723809439155,0.2395829710142188,0.28700000000000003,5,1.18,0.2678619047195775,0.1197914855071094,0.07175000000000001,5,-0.41,0.22527760652137618,0.1007472083980494,0.050749999999999997,5,0.43,0.1737967714091598,0.07772427902817465,0.03020531775224775,5,0.15691204438227271,0.07017319954544515,0.024621389672224322,5,0.535723809439155,0.2395829710142188,0.28700000000000003,5,0.323482545822971,0.674270056184951
T003,0,Floor level,2.9,NORMAL,sitting,-0.21548143166738742,0.21548143166738742,0.20615528128088303,0.10307764064044152,0.0425,4,1.775,0.0710880280278907,0.03554401401394535,0.005053507728894174,4,-0.38793103448275856,0.0710880280278907,0.03554401401394535,0.005053507728894174,4,0.38793103448275856,0.051910598822565227,0.025955299411282613,0.00269471027011731,4,0.051910598822565227,0.025955299411282613,0.00269471027011731,4,0.20615528128088303,0.10307764064044152,0.0425,4,0.323482545822971,0.674270056184951
T003,0,Floor level,4.2,NORMAL,sitting,-0.3168298514262967,0.3168298514262967,0.488535225614967,0.1994436706886879,0.23866666666666667,6,2.066666666666667,0.11631791086070642,0.047486588259211406,0.013529856386999245,6,-0.507936507936508,0.11631791086070642,0.047486588259211406,0.013529856386999245,6,0.507936507936508,0.09302083383936402,0.037975596392443425,0.00865287552817057,6,0.09302083383936402,0.037975596392443425,0.00865287552817057,6,0.488535225614967,0.1994436706886879,0.23866666666666667,6,0.323482545822971,0.674270056184951
T003,0,Floor level,6,NORMAL,sitting,-0.3747011639294415,0.3747011639294415,0.4159326868617084,0.18601075237738274,0.17300000000000001,5,2.56,0.06932211447695139,0.031001792062897115,0.004805555555555553,5,-0.5733333333333334,0.06932211447695139,0.031001792062897115,0.004805555555555553,5,0.5733333333333334,0.07291382590470905,0.0326080542445029,0.00531642600806222,5,0.07291382590470905,0.0326080542445029,0.00531642600806222,5,0.4159326868617084,0.18601075237738274,0.17300000000000001,5,0.323482545822971,0.674270056184951
T003,2,Floor level,2,ROVED,sitting,-0.028449371194829178,0.08714645754672293,0.6377042156569663,0.2603416558635552,0.4066666666666667,6,1.9666666666666668,0.31885210782848317,0.1301708279317776,0.10166666666666667,6,-0.016666666666666663,0.248327740429189,0.10137937550497034,0.06166666666666667,6,0.18333333333333332,0.15418478356789608,0.0629456743071343,0.02377294748387896,6,0.12502312375718755,0.0510404765423238,0.015630781474005033,6,0.6377042156569663,0.2603416558635552,0.4066666666666667,6,0.4377360228424058,1.3017131804365847
T003,2,Floor level,2.9,ROVED,sitting,-0.04208768855505925,0.11928031367991561,0.9574271077563381,0.47871355387816905,0.9166666666666666,4,2.75,0.3301472785366683,0.16507363926833415,0.10899722552516845,4,-0.05172413793103444,0.15292108845574792,0.07646054422787396,0.02338485929449068,4,0.25862068965517243,0.14687411489543842,0.07343705744771921,0.021572005626318443,4,0.07045172830685735,0.035225864153428675,0.004963446021423246,4,0.9574271077563381,0.47871355387816905,0.9166666666666666,4,0.4377360228424058,1.3017131804365847
T003,2,Floor level,4.2,ROVED,sitting,-0.1077509304304554,0.1077509304304554,0.44721359549995793,0.19999999999999998,0.2,5,3.3,0.10647942749998998,0.047619047619047616,0.011337868480725623,5,-0.21428571428571433,0.10647942749998998,0.047619047619047616,0.011337868480725623,5,0.21428571428571433,0.05640822083510256,0.025226523255421855,0.0031818873777816987,5,0.05640822083510256,0.025226523255421855,0.0031818873777816987,5,0.44721359549995793,0.19999999999999998,0.2,5,0.4377360228424058,1.3017131804365847
T003,2,Floor level,6,ROVED,sitting,-0.20668475109738996,0.20668475109738996,0.8366600265340756,0.3741657386773941,0.7,5,3.8,0.13944333775567927,0.06236095644623236,0.019444444444444445,5,-0.36666666666666664,0.13944333775567927,0.06236095644623236,0.019444444444444445,5,0.36666666666666664,0.09477752588990639,0.04238579812581538,0.008982779413811875,5,0.09477752588990639,0.04238579812581538,0.008982779413811875,5,0.8366600265340756,0.3741657386773941,0.7,5,0.4377360228424058,1.3017131804365847
T003,3,Ear level,2,NORMAL,sitting,0.0454487563006125,0.16586075456620497,0.8944271909999159,0.39999999999999997,0.8,5,2.4,0.44721359549995793,0.19999999999999998,0.2,5,0.2,0.22360679774997896,0.09999999999999999,0.05,5,0.4,0.20815589445805957,0.09309014598509859,0.04332887639763483,5,0.10734815241836632,0.048007553213295105,0.011523625827636805,5,0.8944271909999159,0.39999999999999997,0.8,5,0.6518375241779495,1.1143133462282402
T003,3,Ear level,2.9,NORMAL,sitting,0.004492752331230124,0.06903995322522007,0.7071067811865476,0.31622776601683794,0.5,5,3,0.24382992454708535,0.1090440572471855,0.059453032104637336,5,0.03448275862068969,0.17172275307570664,0.07679674983213823,0.029488703923900114,5,0.15862068965517243,0.10734815241836632,0.048007553213295105,0.011523625827636805,5,0.07477107014312624,0.03343863911808704,0.005590712930348305,5,0.7071067811865476,0.31622776601683794,0.5,5,0.6518375241779495,1.1143133462282402
T003,3,Ear level,4.2,NORMAL,sitting,-0.05422968239504912,0.11480625354554379,1.2449899597988732,0.5567764362830021,1.55,5,3.9,0.29642618090449363,0.13256581816261956,0.08786848072562357,5,-0.07142857142857147,0.17785570854269617,0.07953949089757173,0.03163265306122449,5,0.22380952380952382,0.16378865253338779,0.07324851220154964,0.026826722698702836,5,0.11843648486882369,0.052966406236563006,0.014027200948083103,5,1.2449899597988732,0.5567764362830021,1.55,5,0.6518375241779495,1.1143133462282402
T003,3,Ear level,6,NORMAL,sitting,-0.08871964411519978,0.11549835996744508,1.224744871391589,0.5477225575051661,1.5,5,5,0.2041241452319315,0.09128709291752768,0.041666666666666664,5,-0.16666666666666666,0.09128709291752768,0.0408248290463863,0.008333333333333333,5,0.2333333333333333,0.09960120338774296,0.04454301228315512,0.00992039971628654,5,0.05553854370825968,0.024837591820602377,0.0030845298372342714,5,1.224744871391589,0.5477225575051661,1.5,5,0.6518375241779495,1.1143133462282402
T003,5,Ear level,2,ROVED,sitting,0.10565475543340874,0.10565475543340874,0.5477225575051661,0.24494897427831777,0.3,5,2.6,0.27386127875258304,0.12247448713915889,0.075,5,0.3,0.27386127875258304,0.12247448713915889,0.075,5,0.3,0.09644915476428247,0.04313337328506666,0.009302439454744512,5,0.09644915476428247,0.04313337328506666,0.009302439454744512,5,0.5477225575051661,0.24494897427831777,0.3,5,0.32564244266371933,1.8831997789444594
T003,5,Ear level,2.9,ROVED,sitting,-0.11734518747105455,0.12470681588140774,0.5,0.25,0.25,4,2.25,0.17241379310344826,0.08620689655172413,0.029726516052318665,4,-0.2241379310344827,0.13793103448275856,0.06896551724137928,0.019024970273483936,4,0.24137931034482757,0.08804562952784062,0.04402281476392031,0.0077520328789537594,4,0.07332237270713424,0.03666118635356712,0.005376170339403904,4,0.5,0.25,0.25,4,0.32564244266371933,1.8831997789444594
T003,5,Ear level,4.2,ROVED,sitting,-0.013405685863864163,0.0436939714391115,0.5477225575051661,0.24494897427831777,0.3,5,4.1,0.13041013273932528,0.058321184351980436,0.017006802721088437,5,-0.02380952380952385,0.0722178613719195,0.032296809443453645,0.0052154195011337836,5,0.10000000000000002,0.05579357795207182,0.024951646601753218,0.003112923340693915,5,0.030840070239743455,0.01379209869738692,9.5110993239231e-4,5,0.5477225575051661,0.24494897427831777,0.3,5,0.32564244266371933,1.8831997789444594
T003,5,Ear level,6,ROVED,sitting,-0.23856062735983125,0.23856062735983125,0.5477225575051661,0.22360679774997896,0.3,6,3.5,0.09128709291752769,0.0372677996249965,0.008333333333333335,6,-0.41666666666666663,0.09128709291752769,0.0372677996249965,0.008333333333333335,6,0.41666666666666663,0.06843176434656235,0.027937150807910014,0.004682906371583443,6,0.06843176434656235,0.027937150807910014,0.004682906371583443,6,0.5477225575051661,0.22360679774997896,0.3,6,0.32564244266371933,1.8831997789444594
T004,0,Floor level,2,NORMAL,sitting,-1.0305934920417088,1.0305934920417088,0.1604680653588121,0.07176350047203661,0.02575,5,0.22,0.08023403267940607,0.03588175023601831,0.0064375000000000005,5,-0.89,0.08023403267940607,0.03588175023601831,0.0064375000000000005,5,0.89,0.26244755467777925,0.11737011455762146,0.06887871895634594,5,0.26244755467777925,0.11737011455762146,0.06887871895634594,5,0.16046806535881214,0.07176350047203663,0.025750000000000002,5,0.47280786589297197,-0.4808913604126354
T004,0,Floor level,2.9,NORMAL,sitting,-0.48738574522061606,0.48738574522061606,0.6519202405202649,0.291547594742265,0.425,5,1.1,0.2248000829380224,0.10053365335940175,0.05053507728894174,5,-0.6206896551724138,0.2248000829380224,0.10053365335940175,0.05053507728894174,5,0.6206896551724138,0.2737441181117546,0.12242209130772291,0.07493584220078224,5,0.2737441181117546,0.12242209130772291,0.07493584220078224,5,0.6519202405202649,0.291547594742265,0.425,5,0.47280786589297197,-0.4808913604126354
T004,0,Floor level,4.2,NORMAL,sitting,-0.39918664978249097,0.39918664978249097,0.23935677693908453,0.11967838846954226,0.057291666666666664,4,1.6875,0.05698970879502013,0.028494854397510067,0.0032478269085411955,4,-0.5982142857142858,0.05698970879502013,0.028494854397510067,0.0032478269085411955,4,0.5982142857142858,0.06023992793302341,0.030119963966511704,0.003628848917375854,4,0.06023992793302341,0.030119963966511704,0.003628848917375854,4,0.23935677693908453,0.11967838846954226,0.057291666666666664,4,0.47280786589297197,-0.4808913604126354
T004,0,Floor level,6,NORMAL,sitting,-0.44259059012398005,0.44259059012398005,0.4587119648174295,0.18726837545203529,0.21041666666666667,6,2.2083333333333335,0.07645199413623824,0.031211395908672543,0.005844907407407406,6,-0.6319444444444444,0.07645199413623824,0.031211395908672543,0.005844907407407406,6,0.6319444444444444,0.09629768915532495,0.039313366973281895,0.00927324493665559,6,0.09629768915532495,0.039313366973281895,0.00927324493665559,6,0.4587119648174295,0.18726837545203529,0.21041666666666667,6,0.47280786589297197,-0.4808913604126354
T004,2,Floor level,2,ROVED,sitting,-0.3612359947967774,0.3612359947967774,0.22360679774997896,0.09999999999999999,0.05,5,0.9,0.11180339887498948,0.049999999999999996,0.0125,5,-0.55,0.11180339887498948,0.049999999999999996,0.0125,5,0.55,0.13462470671422577,0.060205999132796235,0.018123811657891307,5,0.13462470671422577,0.060205999132796235,0.018123811657891307,5,0.22360679774997896,0.09999999999999999,0.05,5,0.4256931012250157,0.15759187620889925
T004,2,Floor level,2.9,ROVED,sitting,-0.38287778877901235,0.38287778877901235,0.6013872850889572,0.24551533104427062,0.3616666666666667,6,1.2833333333333332,0.20737492589274387,0.08466045898078298,0.04300435988902101,6,-0.557471264367816,0.20737492589274387,0.08466045898078298,0.04300435988902101,6,0.557471264367816,0.15917609008684588,0.0649833666606767,0.025337027655335676,6,0.15917609008684588,0.0649833666606767,0.025337027655335676,6,0.6013872850889572,0.24551533104427062,0.3616666666666667,6,0.4256931012250157,0.15759187620889925
T004,2,Floor level,4.2,ROVED,sitting,-0.30943116412207394,0.30943116412207394,1.3768926368215255,0.6884463184107628,1.8958333333333333,4,2.375,0.32783158019560127,0.16391579009780063,0.10747354497354496,4,-0.43452380952380953,0.32783158019560127,0.16391579009780063,0.10747354497354496,4,0.43452380952380953,0.27519798379943594,0.13759899189971797,0.0757339302872746,4,0.27519798379943594,0.13759899189971797,0.0757339302872746,4,1.3768926368215255,0.6884463184107628,1.8958333333333333,4,0.4256931012250157,0.15759187620889925
T004,2,Floor level,6,ROVED,sitting,-0.41229049581743865,0.41229049581743865,1.1726039399558574,0.5244044240850758,1.375,5,2.5,0.1954339899926429,0.08740073734751262,0.03819444444444444,5,-0.5833333333333334,0.1954339899926429,0.08740073734751262,0.03819444444444444,5,0.5833333333333334,0.17889845450042927,0.0800058210665226,0.03200465702264216,5,0.17889845450042927,0.0800058210665226,0.03200465702264216,5,1.1726039399558574,0.5244044240850758,1.375,5,0.4256931012250157,0.15759187620889925
T004,3,Ear level,2,NORMAL,sitting,-0.5418539921951662,0.5418539921951662,0.33541019662496846,0.15,0.1125,5,0.65,0.16770509831248423,0.075,0.028125,5,-0.675,0.16770509831248423,0.075,0.028125,5,0.675,0.2518597641597791,0.11263511069166626,0.06343334080261957,5,0.2518597641597791,0.11263511069166626,0.06343334080261957,5,0.33541019662496846,0.15,0.1125,5,0.8420834484664269,-0.7913650179607614
T004,3,Ear level,2.9,NORMAL,sitting,-0.23633124419995485,0.23633124419995485,0.27386127875258304,0.12247448713915889,0.075,5,1.7,0.09443492370778726,0.04223258177212376,0.008917954815695602,5,-0.4137931034482758,0.09443492370778726,0.04223258177212376,0.008917954815695602,5,0.4137931034482758,0.0684317643465624,0.030603615379831996,0.004682906371583448,5,0.0684317643465624,0.030603615379831996,0.004682906371583448,5,0.27386127875258304,0.12247448713915889,0.075,5,0.8420834484664269,-0.7913650179607614
T004,3,Ear level,4.2,NORMAL,sitting,-0.12919292436002908,0.14117821371100636,0.8366600265340756,0.3741657386773941,0.7,5,3.2,0.1992047682223989,0.08908708063747478,0.03968253968253967,5,-0.23809523809523814,0.14715749657488042,0.06581083314802501,0.021655328798185946,5,0.26666666666666666,0.10792978461964169,0.048267667041286016,0.011648838408042244,5,0.08716790123448113,0.03898267052325753,0.007598243005624257,5,0.8366600265340756,0.3741657386773941,0.7,5,0.8420834484664269,-0.7913650179607614
T004,3,Ear level,6,NORMAL,sitting,-0.17745914396174234,0.17745914396174234,0.3535533905932738,0.15811388300841897,0.125,5,4,0.05892556509887897,0.026352313834736497,0.003472222222222223,5,-0.3333333333333333,0.05892556509887897,0.026352313834736497,0.003472222222222223,5,0.3333333333333333,0.0386338288337162,0.01727757350065617,0.0014925727303528816,5,0.0386338288337162,0.01727757350065617,0.0014925727303528816,5,0.3535533905932738,0.15811388300841897,0.125,5,0.8420834484664269,-0.7913650179607614
T004,5,Ear level,2,ROVED,sitting,-0.22150978654403747,0.22150978654403747,0.4183300132670378,0.17078251276599332,0.175,6,1.25,0.2091650066335189,0.08539125638299666,0.04375,6,-0.375,0.2091650066335189,0.08539125638299666,0.04375,6,0.375,0.12937264614623453,0.052816161621986525,0.016737281570878816,6,0.12937264614623453,0.052816161621986525,0.016737281570878816,6,0.4183300132670378,0.17078251276599332,0.175,6,0.5693561757391542,0.4631804365846929
T004,5,Ear level,2.9,ROVED,sitting,-0.09093149861270236,0.15857490144087,1.140175425099138,0.5099019513592785,1.3,5,2.6,0.3931639396893579,0.17582825908940636,0.1545778834720571,5,-0.10344827586206894,0.260795453809504,0.11663127258819148,0.06801426872770511,5,0.2827586206896552,0.23369203794625265,0.10451025652965625,0.05461196859947279,5,0.18307141008547895,0.08187202353757429,0.033515141190685604,5,1.140175425099138,0.5099019513592785,1.3,5,0.5693561757391542,0.4631804365846929
T004,5,Ear level,4.2,ROVED,sitting,-0.2174369677984254,0.2174369677984254,1.2355835328567093,0.6177917664283546,1.5266666666666666,4,2.8,0.2941865554420736,0.1470932777210368,0.08654572940287225,4,-0.33333333333333337,0.2941865554420736,0.1470932777210368,0.08654572940287225,4,0.33333333333333337,0.23407806787066693,0.11703903393533346,0.05479254185806456,4,0.23407806787066693,0.11703903393533346,0.05479254185806456,4,1.235583532856709,0.6177917664283545,1.5266666666666664,4,0.5693561757391542,0.4631804365846929
T004,5,Ear level,6,ROVED,sitting,-0.2182831404929273,0.2182831404929273,1.1510864433221337,0.51478150704935,1.325,5,3.8,0.19184774055368894,0.08579691784155832,0.03680555555555555,5,-0.36666666666666664,0.19184774055368894,0.08579691784155832,0.03680555555555555,5,0.36666666666666664,0.1557959250763621,0.06967405581764195,0.024272370270399437,5,0.1557959250763621,0.06967405581764195,0.024272370270399437,5,1.1510864433221337,0.51478150704935,1.325,5,0.5693561757391542,0.4631804365846929
T006,0,Floor level,2,NORMAL,sitting,-0.0752574989159953,0.0752574989159953,0.5,0.25,0.25,4,1.75,0.25,0.125,0.0625,4,-0.125,0.25,0.125,0.0625,4,0.125,0.1505149978319906,0.0752574989159953,0.022654764572364136,4,0.1505149978319906,0.0752574989159953,0.022654764572364136,4,0.5,0.25,0.25,4,1.0071382518191023,0.01888643271622148
T006,0,Floor level,2.9,NORMAL,sitting,0.056369502356806364,0.056369502356806364,0.5163977794943222,0.21081851067789195,0.26666666666666666,6,3.3333333333333335,0.17806819982562835,0.07269603816479034,0.03170828378913991,6,0.14942528735632188,0.17806819982562835,0.07269603816479034,0.03170828378913991,6,0.14942528735632188,0.06451808615735209,0.02633939837773922,0.004162583441407508,6,0.06451808615735209,0.02633939837773922,0.004162583441407508,6,0.5163977794943222,0.21081851067789195,0.26666666666666666,6,1.0071382518191023,0.01888643271622148
T006,0,Floor level,4.2,NORMAL,sitting,-0.01656453930051052,0.10881360887005513,1.3038404810405297,0.58309518948453,1.7,5,4.2,0.3104382097715547,0.13883218797250713,0.09637188208616779,5,-4.718447854656915e-17,0.1404560114643107,0.06281383789653769,0.019727891156462576,5,0.24761904761904763,0.13370874684642775,0.059796369426984616,0.017878028983242106,5,0.05848510145227696,0.02615533250365259,0.0034205070918831284,5,1.3038404810405297,0.58309518948453,1.7,5,1.0071382518191023,0.01888643271622148
T006,0,Floor level,6,NORMAL,sitting,-0.0024468912834023165,0.029225607135647605,0.7071067811865476,0.31622776601683794,0.5,5,6,0.11785113019775792,0.05270462766947299,0.013888888888888888,5,0,0.09128709291752768,0.0408248290463863,0.008333333333333333,5,0.06666666666666667,0.05177259405983085,0.023153407937856717,0.0026804014956840322,5,0.04025189997150445,0.018001196911961156,0.001620215451316,5,0.7071067811865476,0.31622776601683794,0.5,5,1.0071382518191023,0.01888643271622148
T006,3,Ear level,2,NORMAL,sitting,-0.02498774732165999,0.09542425094393249,0.7071067811865476,0.31622776601683794,0.5,5,2,0.3535533905932738,0.15811388300841897,0.125,5,0,0.27386127875258304,0.12247448713915889,0.075,5,0.2,0.17212295911950268,0.07697572741592507,0.029626313056053986,5,0.13792955762292086,0.061683973390265066,0.019024562866054643,5,0.7071067811865476,0.31622776601683794,0.5,5,1.4622823984526114,0.5798839458413916
T006,3,Ear level,2.9,NORMAL,sitting,0.34607772172901913,0.34607772172901913,1.6733200530681511,0.7483314773547882,2.8,5,6.6,0.5770069148510866,0.2580453370188925,0.3329369797859691,5,1.2758620689655171,0.5770069148510866,0.2580453370188925,0.3329369797859691,5,1.2758620689655171,0.10944559045030448,0.04894555601689653,0.01197833726901578,5,0.10944559045030448,0.04894555601689653,0.01197833726901578,5,1.673320053068151,0.7483314773547881,2.7999999999999994,5,1.4622823984526114,0.5798839458413916
T006,3,Ear level,4.2,NORMAL,sitting,0.21402895274119815,0.21402895274119815,1.4142135623730951,0.6324555320336759,2,5,7,0.33671751485073687,0.15058465048420852,0.11337868480725621,5,0.6666666666666666,0.33671751485073687,0.15058465048420852,0.11337868480725621,5,0.6666666666666666,0.09436462138954778,0.042201141619611894,0.0089046817699927,5,0.09436462138954778,0.042201141619611894,0.0089046817699927,5,1.4142135623730951,0.6324555320336759,2,5,1.4622823984526114,0.5798839458413916
T006,3,Ear level,6,NORMAL,sitting,0.16341386328280266,0.16341386328280266,1.0954451150103321,0.48989794855663554,1.2,5,8.8,0.18257418583505536,0.0816496580927726,0.03333333333333333,5,0.4666666666666667,0.18257418583505536,0.0816496580927726,0.03333333333333333,5,0.4666666666666667,0.05745146066589362,0.02569307429111869,0.0033006703326447216,5,0.05745146066589362,0.02569307429111869,0.0033006703326447216,5,1.0954451150103321,0.48989794855663554,1.2,5,1.4622823984526114,0.5798839458413916
T007,0,Floor level,2,NORMAL,sitting,-0.3010299956639812,0.3010299956639812,0,0,0,5,1,0,0,0,5,-0.5,0,0,0,5,0.5,0,0,0,5,0,0,0,5,0,0,0,5,0.5226121396334162,0.2438058395505205
T007,0,Floor level,2.9,NORMAL,sitting,-0.16136800223497486,0.16136800223497486,0,0,0,4,2,0,0,0,4,-0.31034482758620685,0,0,0,4,0.31034482758620685,0,0,0,4,0,0,0,4,0,0,0,4,0.5226121396334162,0.2438058395505205
T007,0,Floor level,4.2,NORMAL,sitting,-0.20482512203013178,0.20482512203013178,0.5163977794943222,0.21081851067789195,0.26666666666666666,6,2.6666666666666665,0.12295185226055291,0.050194883494736185,0.01511715797430083,6,-0.3650793650793651,0.12295185226055291,0.050194883494736185,0.01511715797430083,6,0.3650793650793651,0.09093313516471328,0.03712329697751359,0.008268835070884016,6,0.09093313516471328,0.03712329697751359,0.008268835070884016,6,0.5163977794943222,0.21081851067789195,0.26666666666666666,6,0.5226121396334162,0.2438058395505205
T007,0,Floor level,6,NORMAL,sitting,-0.2760422483423212,0.2760422483423212,0.44721359549995793,0.19999999999999998,0.2,5,3.2,0.07453559924999299,0.03333333333333333,0.005555555555555557,5,-0.4666666666666667,0.07453559924999299,0.03333333333333333,0.005555555555555557,5,0.4666666666666667,0.055874301615820035,0.024987747321659988,0.0031219375810556294,5,0.055874301615820035,0.024987747321659988,0.0031219375810556294,5,0.44721359549995793,0.19999999999999998,0.2,5,0.5226121396334162,0.2438058395505205
