subject;block;trial;target_distance;percived_distance;condition;type
8;2;1;2;5;Floor level;ROVED
8;2;2;2.9;6;Floor level;ROVED
8;2;2;2.9;4;Floor level;ROVED
8;2;1;2;2;Floor level;ROVED
8;2;1;2;1;Floor level;ROVED
8;2;3;4.2;4;Floor level;ROVED
8;2;1;2;5;Floor level;ROVED
8;2;4;6;3;Floor level;ROVED
8;2;3;4.2;4;Floor level;ROVED
8;2;3;4.2;2;Floor level;ROVED
8;2;2;2.9;5;Floor level;ROVED
8;2;2;2.9;3;Floor level;ROVED
8;2;4;6;3;Floor level;ROVED
8;2;4;6;4;Floor level;ROVED
9;3;4;6;2.3;Ear level;NORMAL
9;3;1;2;0.7;Ear level;NORMAL
9;3;3;4.2;1.7;Ear level;NORMAL
9;3;3;4.2;1.2;Ear level;NORMAL
9;3;4;6;2;Ear level;NORMAL
9;3;4;6;2;Ear level;NORMAL
9;3;1;2;0.5;Ear level;NORMAL
9;3;1;2;0.7;Ear level;NORMAL
9;3;1;2;0.7;Ear level;NORMAL
9;3;1;2;0.7;Ear level;NORMAL
9;3;2;2.9;1;Ear level;NORMAL
9;3;3;4.2;1.3;Ear level;NORMAL
9;3;2;2.9;1;Ear level;NORMAL
9;3;4;6;1.3;Ear level;NORMAL
9;3;4;6;2;Ear level;NORMAL
9;3;3;4.2;1.5;Ear level;NORMAL
9;3;2;2.9;1.1;Ear level;NORMAL
9;3;3;4.2;0.9;Ear level;NORMAL
9;3;2;2.9;0.8;Ear level;NORMAL
9;3;2;2.9;0.8;Ear level;NORMAL
9;5;2;2.9;1;Ear level;ROVED
9;5;4;6;1.3;Ear level;ROVED
9;5;3;4.2;0.9;Ear level;ROVED
9;5;2;2.9;1;Ear level;ROVED
9;5;1;2;0.5;Ear level;ROVED
9;5;2;2.9;0.7;Ear level;ROVED
9;5;3;4.2;1.7;Ear level;ROVED
9;5;1;2;0.5;Ear level;ROVED
9;5;2;2.9;1.5;Ear level;ROVED
9;5;1;2;0.7;Ear level;ROVED
9;5;2;2.9;1;Ear level;ROVED
9;5;3;4.2;1;Ear level;ROVED
9;5;2;2.9;1.2;Ear level;ROVED
9;5;4;6;1.6;Ear level;ROVED
9;5;4;6;2;Ear level;ROVED
9;5;3;4.2;2;Ear level;ROVED
9;5;1;2;1;Ear level;ROVED
9;5;1;2;1.2;Ear level;ROVED
9;5;3;4.2;1.4;Ear level;ROVED
9;5;4;6;1.7;Ear level;ROVED
9;0;1;2;2;Floor level;NORMAL
9;0;2;2.9;2;Floor level;NORMAL
9;0;3;4.2;2.2;Floor level;NORMAL
9;0;2;2.9;2;Floor level;NORMAL
9;0;1;2;1.9;Floor level;NORMAL
9;0;1;2;1.9;Floor level;NORMAL
9;0;3;4.2;3.2;Floor level;NORMAL
9;0;3;4.2;2.2;Floor level;NORMAL
9;0;4;6;2.5;Floor level;NORMAL
9;0;2;2.9;2.1;Floor level;NORMAL
9;0;2;2.9;1.9;Floor level;NORMAL
9;0;1;2;1.8;Floor level;NORMAL
9;0;3;4.2;2.2;Floor level;NORMAL
9;0;4;6;4.4;Floor level;NORMAL
9;0;1;2;1.8;Floor level;NORMAL
9;0;4;6;5.2;Floor level;NORMAL
9;0;4;6;3.5;Floor level;NORMAL
9;0;3;4.2;3;Floor level;NORMAL
9;0;1;2;1.7;Floor level;NORMAL
9;0;2;2.9;2.1;Floor level;NORMAL
9;2;3;4.2;2;Floor level;ROVED
9;2;3;4.2;2.5;Floor level;ROVED
9;2;1;2;1.8;Floor level;ROVED
9;2;1;2;1.8;Floor level;ROVED
9;2;2;2.9;2.1;Floor level;ROVED
9;2;2;2.9;2.3;Floor level;ROVED
9;2;3;4.2;2.2;Floor level;ROVED
9;2;2;2.9;1.9;Floor level;ROVED
9;2;4;6;3.2;Floor level;ROVED
9;2;2;2.9;2;Floor level;ROVED
9;2;3;4.2;2.1;Floor level;ROVED
9;2;1;2;1.9;Floor level;ROVED
9;2;3;4.2;2;Floor level;ROVED
9;2;4;6;5;Floor level;ROVED
9;2;4;6;2.5;Floor level;ROVED
9;2;2;2.9;2;Floor level;ROVED
9;2;1;2;1.7;Floor level;ROVED
9;2;3;4.2;2;Floor level;ROVED
9;2;1;2;1.9;Floor level;ROVED
9;2;4;6;2.3;Floor level;ROVED
10;3;1;2;3;Ear level;NORMAL
10;3;4;6;5;Ear level;NORMAL
10;3;4;6;4;Ear level;NORMAL
10;3;4;6;5.5;Ear level;NORMAL
10;3;4;6;3;Ear level;NORMAL
10;3;2;2.9;4.5;Ear level;NORMAL
10;3;3;4.2;2;Ear level;NORMAL
10;3;1;2;4;Ear level;NORMAL
10;3;2;2.9;4.5;Ear level;NORMAL
10;3;4;6;5.5;Ear level;NORMAL
10;3;3;4.2;2.5;Ear level;NORMAL
10;3;1;2;6.5;Ear level;NORMAL
10;3;3;4.2;3.5;Ear level;NORMAL
10;3;2;2.9;6.8;Ear level;NORMAL
10;3;1;2;4.5;Ear level;NORMAL
10;3;3;4.2;5;Ear level;NORMAL
10;3;3;4.2;4.5;Ear level;NORMAL
10;3;1;2;6;Ear level;NORMAL
10;3;2;2.9;5.8;Ear level;NORMAL
10;3;2;2.9;4;Ear level;NORMAL
10;5;3;4.2;1;Ear level;ROVED
10;5;3;4.2;0.5;Ear level;ROVED
10;5;2;2.9;4;Ear level;ROVED
10;5;2;2.9;6;Ear level;ROVED
10;5;1;2;5;Ear level;ROVED
10;5;2;2.9;7;Ear level;ROVED
10;5;4;6;3;Ear level;ROVED
10;5;1;2;6.8;Ear level;ROVED
10;5;1;2;2;Ear level;ROVED
10;5;3;4.2;1;Ear level;ROVED
10;5;2;2.9;1;Ear level;ROVED
10;5;3;4.2;6.5;Ear level;ROVED
10;5;1;2;6;Ear level;ROVED
10;5;4;6;7;Ear level;ROVED
10;5;2;2.9;1;Ear level;ROVED
10;5;4;6;4.5;Ear level;ROVED
10;5;3;4.2;7;Ear level;ROVED
10;5;4;6;0.8;Ear level;ROVED
10;5;4;6;3;Ear level;ROVED
10;5;3;4.2;3.8;Ear level;ROVED
10;0;2;2.9;1;Floor level;NORMAL
10;0;1;2;1;Floor level;NORMAL
10;0;4;6;4;Floor level;NORMAL
10;0;4;6;4;Floor level;NORMAL
10;0;1;2;3.5;Floor level;NORMAL
10;0;2;2.9;2;Floor level;NORMAL
10;0;1;2;2.5;Floor level;NORMAL
10;0;3;4.2;4.5;Floor level;NORMAL
10;0;3;4.2;3;Floor level;NORMAL
10;0;4;6;5.5;Floor level;NORMAL
10;0;2;2.9;3;Floor level;NORMAL
10;0;3;4.2;2;Floor level;NORMAL
10;0;1;2;1;Floor level;NORMAL
10;0;3;4.2;5;Floor level;NORMAL
10;0;2;2.9;2;Floor level;NORMAL
10;0;2;2.9;4;Floor level;NORMAL
10;0;3;4.2;4.5;Floor level;NORMAL
10;0;4;6;4;Floor level;NORMAL
10;0;4;6;6;Floor level;NORMAL
10;0;2;2.9;4;Floor level;NORMAL
10;2;4;6;5.5;Floor level;ROVED
10;2;3;4.2;4.5;Floor level;ROVED
10;2;4;6;1;Floor level;ROVED
10;2;2;2.9;2;Floor level;ROVED
10;2;3;4.2;5;Floor level;ROVED
10;2;4;6;3;Floor level;ROVED
10;2;1;2;2;Floor level;ROVED
10;2;2;2.9;2.5;Floor level;ROVED
10;2;3;4.2;4.5;Floor level;ROVED
10;2;3;4.2;0.5;Floor level;ROVED
10;2;3;4.2;3.4;Floor level;ROVED
10;2;4;6;4;Floor level;ROVED
10;2;2;2.9;2.5;Floor level;ROVED
10;2;4;6;7;Floor level;ROVED
10;2;2;2.9;2.5;Floor level;ROVED
10;2;1;2;1;Floor level;ROVED
10;2;1;2;2;Floor level;ROVED
10;2;2;2.9;3.5;Floor level;ROVED
10;2;4;6;5;Floor level;ROVED
10;2;1;2;1.5;Floor level;ROVED
11;3;2;2.9;1.5;Ear level;NORMAL
11;3;3;4.2;2;Ear level;NORMAL
11;3;1;2;1;Ear level;NORMAL
11;3;3;4.2;2;Ear level;NORMAL
11;3;3;4.2;2;Ear level;NORMAL
11;3;1;2;3;Ear level;NORMAL
11;3;1;2;2;Ear level;NORMAL
11;3;3;4.2;3;Ear level;NORMAL
11;3;2;2.9;2;Ear level;NORMAL
11;3;4;6;3;Ear level;NORMAL
11;3;4;6;3;Ear level;NORMAL
11;3;1;2;2;Ear level;NORMAL
11;3;4;6;4;Ear level;NORMAL
11;3;4;6;4;Ear level;NORMAL
11;3;3;4.2;2.5;Ear level;NORMAL
11;3;2;2.9;2;Ear level;NORMAL
11;3;2;2.9;2;Ear level;NORMAL
11;3;2;2.9;2;Ear level;NORMAL
11;3;4;6;4;Ear level;NORMAL
11;3;1;2;1;Ear level;NORMAL
11;5;4;6;3;Ear level;ROVED
11;5;1;2;1;Ear level;ROVED
11;5;3;4.2;3;Ear level;ROVED
11;5;4;6;2;Ear level;ROVED
11;5;3;4.2;3;Ear level;ROVED
11;5;3;4.2;2.5;Ear level;ROVED
11;5;4;6;4;Ear level;ROVED
11;5;1;2;2.5;Ear level;ROVED
11;5;2;2.9;2.5;Ear level;ROVED
11;5;3;4.2;2;Ear level;ROVED
11;5;4;6;3;Ear level;ROVED
11;5;1;2;2;Ear level;ROVED
11;5;1;2;1;Ear level;ROVED
11;5;4;6;3;Ear level;ROVED
11;5;2;2.9;3;Ear level;ROVED
11;5;1;2;2;Ear level;ROVED
11;5;2;2.9;2;Ear level;ROVED
11;5;3;4.2;2.5;Ear level;ROVED
11;5;4;6;3;Ear level;ROVED
11;5;2;2.9;2;Ear level;ROVED
11;0;3;4.2;3.8;Floor level;NORMAL
11;0;2;2.9;2;Floor level;NORMAL
11;0;4;6;3;Floor level;NORMAL
11;0;1;2;1;Floor level;NORMAL
11;0;4;6;4.8;Floor level;NORMAL
11;0;4;6;6;Floor level;NORMAL
11;0;3;4.2;2;Floor level;NORMAL
11;0;4;6;5.6;Floor level;NORMAL
11;0;1;2;1;Floor level;NORMAL
11;0;1;2;1;Floor level;NORMAL
11;0;2;2.9;1.5;Floor level;NORMAL
11;0;3;4.2;3;Floor level;NORMAL
11;0;4;6;6;Floor level;NORMAL
11;0;2;2.9;3;Floor level;NORMAL
11;0;2;2.9;3;Floor level;NORMAL
11;0;1;2;1;Floor level;NORMAL
11;0;3;4.2;4;Floor level;NORMAL
11;0;3;4.2;3.5;Floor level;NORMAL
11;0;3;4.2;4;Floor level;NORMAL
11;0;1;2;1;Floor level;NORMAL
11;2;1;2;1.5;Floor level;ROVED
11;2;2;2.9;2;Floor level;ROVED
11;2;3;4.2;3;Floor level;ROVED
11;2;3;4.2;3;Floor level;ROVED
11;2;3;4.2;3;Floor level;ROVED
11;2;4;6;2;Floor level;ROVED
11;2;2;2.9;2.5;Floor level;ROVED
11;2;4;6;6;Floor level;ROVED
11;2;4;6;6;Floor level;ROVED
11;2;1;2;1.5;Floor level;ROVED
11;2;1;2;1.5;Floor level;ROVED
11;2;1;2;1;Floor level;ROVED
11;2;3;4.2;1.5;Floor level;ROVED
11;2;4;6;2;Floor level;ROVED
11;2;1;2;1;Floor level;ROVED
11;2;1;2;1.5;Floor level;ROVED
11;2;3;4.2;2;Floor level;ROVED
11;2;4;6;5;Floor level;ROVED
11;2;2;2.9;2.5;Floor level;ROVED
11;2;2;2.9;2;Floor level;ROVED
12;3;3;4.2;5;Ear level;NORMAL
12;3;2;2.9;7;Ear level;NORMAL
12;3;1;2;8;Ear level;NORMAL
12;3;4;6;7;Ear level;NORMAL
12;3;1;2;7;Ear level;NORMAL
12;3;3;4.2;8;Ear level;NORMAL
12;3;2;2.9;8;Ear level;NORMAL
12;3;4;6;7;Ear level;NORMAL
12;3;3;4.2;8;Ear level;NORMAL
12;3;3;4.2;6;Ear level;NORMAL
12;3;2;2.9;8;Ear level;NORMAL
12;3;4;6;8;Ear level;NORMAL
12;3;2;2.9;8;Ear level;NORMAL
12;3;4;6;6;Ear level;NORMAL
12;3;1;2;3;Ear level;NORMAL
12;3;1;2;3;Ear level;NORMAL
12;3;1;2;3;Ear level;NORMAL
12;3;3;4.2;6;Ear level;NORMAL
12;3;2;2.9;8;Ear level;NORMAL
12;3;4;6;8;Ear level;NORMAL
12;5;1;2;1;Ear level;ROVED
12;5;3;4.2;4;Ear level;ROVED
12;5;1;2;6;Ear level;ROVED
12;5;4;6;8;Ear level;ROVED
12;5;2;2.9;4;Ear level;ROVED
12;5;2;2.9;4;Ear level;ROVED
12;5;1;2;12;Ear level;ROVED
12;5;2;2.9;12;Ear level;ROVED
12;5;2;2.9;10;Ear level;ROVED
12;5;2;2.9;4;Ear level;ROVED
12;5;3;4.2;8;Ear level;ROVED
12;5;4;6;2;Ear level;ROVED
12;5;3;4.2;1;Ear level;ROVED
12;5;1;2;3;Ear level;ROVED
12;5;1;2;3;Ear level;ROVED
12;5;4;6;6;Ear level;ROVED
12;5;1;2;13;Ear level;ROVED
12;5;3;4.2;10;Ear level;ROVED
12;5;4;6;5;Ear level;ROVED
12;5;4;6;3;Ear level;ROVED
12;0;4;6;5;Floor level;NORMAL
12;0;3;4.2;5;Floor level;NORMAL
12;0;4;6;5;Floor level;NORMAL
12;0;2;2.9;3;Floor level;NORMAL
12;0;1;2;1;Floor level;NORMAL
12;0;1;2;1;Floor level;NORMAL
12;0;2;2.9;1;Floor level;NORMAL
12;0;2;2.9;3;Floor level;NORMAL
12;0;2;2.9;3;Floor level;NORMAL
12;0;3;4.2;5;Floor level;NORMAL
12;0;2;2.9;5;Floor level;NORMAL
12;0;4;6;6;Floor level;NORMAL
12;0;3;4.2;6;Floor level;NORMAL
12;0;3;4.2;6;Floor level;NORMAL
12;0;4;6;6;Floor level;NORMAL
12;0;1;2;1;Floor level;NORMAL
12;0;1;2;1;Floor level;NORMAL
12;0;4;6;3;Floor level;NORMAL
12;0;1;2;2;Floor level;NORMAL
12;0;4;6;6;Floor level;NORMAL
12;2;2;2.9;2;Floor level;ROVED
12;2;3;4.2;6;Floor level;ROVED
12;2;1;2;1;Floor level;ROVED
12;2;1;2;2;Floor level;ROVED
12;2;4;6;1;Floor level;ROVED
12;2;4;6;5;Floor level;ROVED
12;2;2;2.9;7;Floor level;ROVED
12;2;1;2;2;Floor level;ROVED
12;2;1;2;2;Floor level;ROVED
12;2;3;4.2;6;Floor level;ROVED
12;2;4;6;7;Floor level;ROVED
12;2;3;4.2;5;Floor level;ROVED
12;2;4;6;6;Floor level;ROVED
12;2;3;4.2;3;Floor level;ROVED
12;2;2;2.9;3;Floor level;ROVED
12;2;1;2;6;Floor level;ROVED
12;2;2;2.9;2;Floor level;ROVED
12;2;2;2.9;3;Floor level;ROVED
12;2;4;6;7;Floor level;ROVED
12;2;2;2.9;7;Floor level;ROVED
13;3;4;6;0.1;Ear level;NORMAL
13;3;1;2;0.05;Ear level;NORMAL
13;3;2;2.9;0.02;Ear level;NORMAL
13;3;1;2;0.1;Ear level;NORMAL
13;3;4;6;1;Ear level;NORMAL
13;3;1;2;1;Ear level;NORMAL
13;3;4;6;1.5;Ear level;NORMAL
13;3;2;2.9;1;Ear level;NORMAL
13;3;3;4.2;0.05;Ear level;NORMAL
13;3;3;4.2;1;Ear level;NORMAL
13;3;3;4.2;0.1;Ear level;NORMAL
13;3;4;6;1;Ear level;NORMAL
13;3;2;2.9;1;Ear level;NORMAL
13;3;4;6;1;Ear level;NORMAL
13;3;2;2.9;0.1;Ear level;NORMAL
13;3;3;4.2;1;Ear level;NORMAL
13;3;3;4.2;0.05;Ear level;NORMAL
13;3;2;2.9;0.05;Ear level;NORMAL
13;3;1;2;0.05;Ear level;NORMAL
13;3;1;2;0.03;Ear level;NORMAL
13;5;2;2.9;0.5;Ear level;ROVED
13;5;1;2;0.5;Ear level;ROVED
13;5;1;2;0.05;Ear level;ROVED
13;5;2;2.9;0.05;Ear level;ROVED
13;5;4;6;1;Ear level;ROVED
13;5;4;6;0.05;Ear level;ROVED
13;5;1;2;1.5;Ear level;ROVED
13;5;3;4.2;2;Ear level;ROVED
13;5;3;4.2;2;Ear level;ROVED
13;5;3;4.2;0.5;Ear level;ROVED
13;5;1;2;2.5;Ear level;ROVED
13;5;1;2;0.05;Ear level;ROVED
13;5;2;2.9;0.05;Ear level;ROVED
13;5;2;2.9;2;Ear level;ROVED
13;5;3;4.2;0.5;Ear level;ROVED
13;5;2;2.9;0.2;Ear level;ROVED
13;5;3;4.2;0.2;Ear level;ROVED
13;5;4;6;0.5;Ear level;ROVED
13;5;2;2.9;1;Ear level;ROVED
13;5;4;6;0.1;Ear level;ROVED
13;0;1;2;0.5;Floor level;NORMAL
13;0;1;2;0.5;Floor level;NORMAL
13;0;1;2;1;Floor level;NORMAL
13;0;3;4.2;3;Floor level;NORMAL
13;0;2;2.9;0.6;Floor level;NORMAL
13;0;2;2.9;2;Floor level;NORMAL
13;0;1;2;1;Floor level;NORMAL
13;0;2;2.9;2;Floor level;NORMAL
13;0;3;4.2;3;Floor level;NORMAL
13;0;3;4.2;3;Floor level;NORMAL
13;0;3;4.2;3;Floor level;NORMAL
13;0;4;6;6;Floor level;NORMAL
13;0;2;2.9;1;Floor level;NORMAL
13;0;4;6;3;Floor level;NORMAL
13;0;3;4.2;2;Floor level;NORMAL
13;0;4;6;3;Floor level;NORMAL
13;0;1;2;0.5;Floor level;NORMAL
13;0;1;2;0.5;Floor level;NORMAL
13;0;4;6;2;Floor level;NORMAL
13;0;2;2.9;1;Floor level;NORMAL
13;2;3;4.2;0.1;Floor level;ROVED
13;2;4;6;3;Floor level;ROVED
13;2;3;4.2;1;Floor level;ROVED
13;2;2;2.9;3;Floor level;ROVED
13;2;2;2.9;2;Floor level;ROVED
13;2;1;2;0.1;Floor level;ROVED
13;2;4;6;3;Floor level;ROVED
13;2;4;6;3;Floor level;ROVED
13;2;3;4.2;2;Floor level;ROVED
13;2;3;4.2;0.7;Floor level;ROVED
13;2;1;2;0.1;Floor level;ROVED
13;2;2;2.9;2;Floor level;ROVED
13;2;3;4.2;0.2;Floor level;ROVED
13;2;2;2.9;1;Floor level;ROVED
13;2;1;2;2;Floor level;ROVED
13;2;3;4.2;1;Floor level;ROVED
13;2;1;2;1;Floor level;ROVED
13;2;4;6;5;Floor level;ROVED
13;2;2;2.9;2;Floor level;ROVED
13;2;1;2;1;Floor level;ROVED
14;3;4;6;1;Ear level;NORMAL
14;3;1;2;0.5;Ear level;NORMAL
14;3;2;2.9;1;Ear level;NORMAL
14;3;1;2;0.5;Ear level;NORMAL
14;3;4;6;2;Ear level;NORMAL
14;3;1;2;1;Ear level;NORMAL
14;3;4;6;0.5;Ear level;NORMAL
14;3;2;2.9;1;Ear level;NORMAL
14;3;3;4.2;0.5;Ear level;NORMAL
14;3;3;4.2;1;Ear level;NORMAL
14;3;3;4.2;0.5;Ear level;NORMAL
14;3;4;6;2;Ear level;NORMAL
14;3;2;2.9;1;Ear level;NORMAL
14;3;4;6;1;Ear level;NORMAL
14;3;2;2.9;0.5;Ear level;NORMAL
14;3;3;4.2;1;Ear level;NORMAL
14;3;3;4.2;2;Ear level;NORMAL
14;3;2;2.9;1;Ear level;NORMAL
14;3;1;2;0.5;Ear level;NORMAL
14;3;1;2;1;Ear level;NORMAL
14;4;1;2;1;Ear level;ROVED
14;4;2;2.9;0.5;Ear level;ROVED
14;4;3;4.2;0.5;Ear level;ROVED
14;4;1;2;1;Ear level;ROVED
14;4;2;2.9;1;Ear level;ROVED
14;4;2;2.9;2;Ear level;ROVED
14;4;3;4.2;0.5;Ear level;ROVED
14;4;3;4.2;1;Ear level;ROVED
14;4;2;2.9;1.5;Ear level;ROVED
14;4;3;4.2;1;Ear level;ROVED
14;4;3;4.2;0.5;Ear level;ROVED
14;4;1;2;1;Ear level;ROVED
14;4;4;6;1;Ear level;ROVED
14;4;4;6;2;Ear level;ROVED
14;4;4;6;1;Ear level;ROVED
14;4;4;6;0.5;Ear level;ROVED
14;4;2;2.9;1;Ear level;ROVED
14;4;1;2;0.5;Ear level;ROVED
14;4;1;2;1;Ear level;ROVED
14;4;1;2;0.5;Ear level;ROVED
14;0;1;2;1;Floor level;NORMAL
14;0;1;2;0.5;Floor level;NORMAL
14;0;1;2;2;Floor level;NORMAL
14;0;3;4.2;4;Floor level;NORMAL
14;0;2;2.9;3;Floor level;NORMAL
14;0;2;2.9;3;Floor level;NORMAL
14;0;1;2;1;Floor level;NORMAL
14;0;2;2.9;0.5;Floor level;NORMAL
14;0;3;4.2;4;Floor level;NORMAL
14;0;3;4.2;4;Floor level;NORMAL
14;0;3;4.2;4;Floor level;NORMAL
14;0;4;6;8;Floor level;NORMAL
14;0;2;2.9;0.5;Floor level;NORMAL
14;0;4;6;6;Floor level;NORMAL
14;0;3;4.2;4;Floor level;NORMAL
14;0;4;6;8;Floor level;NORMAL
14;0;1;2;0.5;Floor level;NORMAL
14;0;1;2;2;Floor level;NORMAL
14;0;4;6;8;Floor level;NORMAL
14;0;2;2.9;3;Floor level;NORMAL
14;2;3;4.2;2;Floor level;ROVED
14;2;4;6;1;Floor level;ROVED
14;2;3;4.2;2;Floor level;ROVED
14;2;2;2.9;2;Floor level;ROVED
14;2;2;2.9;2;Floor level;ROVED
14;2;1;2;1;Floor level;ROVED
14;2;4;6;8;Floor level;ROVED
14;2;4;6;5;Floor level;ROVED
14;2;3;4.2;3;Floor level;ROVED
14;2;3;4.2;2.3;Floor level;ROVED
14;2;1;2;1;Floor level;ROVED
14;2;2;2.9;0.5;Floor level;ROVED
14;2;3;4.2;6;Floor level;ROVED
14;2;2;2.9;1;Floor level;ROVED
14;2;1;2;0.5;Floor level;ROVED
14;2;3;4.2;1;Floor level;ROVED
14;2;1;2;0.5;Floor level;ROVED
14;2;4;6;6;Floor level;ROVED
14;2;2;2.9;3;Floor level;ROVED
14;2;1;2;0.5;Floor level;ROVED
15;3;2;2.9;1.15;Ear level;NORMAL
15;3;3;4.2;2;Ear level;NORMAL
15;3;2;2.9;1.27;Ear level;NORMAL
15;3;4;6;2.7;Ear level;NORMAL
15;3;1;2;1.9;Ear level;NORMAL
15;3;4;6;3.05;Ear level;NORMAL
15;3;3;4.2;2.8;Ear level;NORMAL
15;3;4;6;3.6;Ear level;NORMAL
15;3;2;2.9;1.7;Ear level;NORMAL
15;3;2;2.9;2.15;Ear level;NORMAL
15;3;2;2.9;1.97;Ear level;NORMAL
15;3;3;4.2;2.1;Ear level;NORMAL
15;3;1;2;1.3;Ear level;NORMAL
15;3;1;2;1;Ear level;NORMAL
15;3;1;2;1.34;Ear level;NORMAL
15;3;3;4.2;2.85;Ear level;NORMAL
15;3;4;6;3.1;Ear level;NORMAL
15;3;4;6;3.5;Ear level;NORMAL
15;3;1;2;2.1;Ear level;NORMAL
15;3;3;4.2;2.8;Ear level;NORMAL
15;5;4;6;4;Ear level;ROVED
15;5;2;2.9;1;Ear level;ROVED
15;5;4;6;2.2;Ear level;ROVED
15;5;4;6;2.1;Ear level;ROVED
15;5;4;6;3.5;Ear level;ROVED
15;5;3;4.2;1.3;Ear level;ROVED
15;5;1;2;4.2;Ear level;ROVED
15;5;2;2.9;1.4;Ear level;ROVED
15;5;1;2;2.9;Ear level;ROVED
15;5;1;2;3.5;Ear level;ROVED
15;5;3;4.2;2.8;Ear level;ROVED
15;5;3;4.2;3.15;Ear level;ROVED
15;5;3;4.2;3.8;Ear level;ROVED
15;5;1;2;3.7;Ear level;ROVED
15;5;2;2.9;3.5;Ear level;ROVED
15;5;2;2.9;2.1;Ear level;ROVED
15;5;1;2;1.9;Ear level;ROVED
15;5;4;6;3.2;Ear level;ROVED
15;5;4;6;3.2;Ear level;ROVED
15;5;3;4.2;3.9;Ear level;ROVED
15;0;3;4.2;1.1;Floor level;NORMAL
15;0;1;2;1;Floor level;NORMAL
15;0;2;2.9;1.5;Floor level;NORMAL
15;0;4;6;4;Floor level;NORMAL
15;0;4;6;4;Floor level;NORMAL
15;0;3;4.2;2.4;Floor level;NORMAL
15;0;3;4.2;2;Floor level;NORMAL
15;0;4;6;3.8;Floor level;NORMAL
15;0;3;4.2;2;Floor level;NORMAL
15;0;3;4.2;2.15;Floor level;NORMAL
15;0;2;2.9;1.8;Floor level;NORMAL
15;0;2;2.9;2.25;Floor level;NORMAL
15;0;1;2;1;Floor level;NORMAL
15;0;1;2;1.5;Floor level;NORMAL
15;0;1;2;1.6;Floor level;NORMAL
15;0;1;2;1.7;Floor level;NORMAL
15;0;4;6;3.8;Floor level;NORMAL
15;0;4;6;3.5;Floor level;NORMAL
15;0;2;2.9;1.9;Floor level;NORMAL
15;0;3;4.2;3.3;Floor level;NORMAL
15;2;1;2;1.8;Floor level;ROVED
15;2;1;2;1;Floor level;ROVED
15;2;4;6;2.7;Floor level;ROVED
15;2;3;4.2;1.9;Floor level;ROVED
15;2;2;2.9;2.2;Floor level;ROVED
15;2;4;6;3;Floor level;ROVED
15;2;1;2;1.5;Floor level;ROVED
15;2;3;4.2;2.4;Floor level;ROVED
15;2;2;2.9;3;Floor level;ROVED
15;2;3;4.2;2.5;Floor level;ROVED
15;2;1;2;1.7;Floor level;ROVED
15;2;4;6;2.4;Floor level;ROVED
15;2;2;2.9;2.15;Floor level;ROVED
15;2;3;4.2;3;Floor level;ROVED
15;2;2;2.9;3.9;Floor level;ROVED
15;2;1;2;1.9;Floor level;ROVED
15;2;4;6;2.9;Floor level;ROVED
15;2;3;4.2;2.8;Floor level;ROVED
15;2;4;6;4.3;Floor level;ROVED
15;2;1;2;1;Floor level;ROVED
16;3;2;2.9;1.5;Ear level;NORMAL
16;3;3;4.2;2;Ear level;NORMAL
16;3;2;2.9;2;Ear level;NORMAL
16;3;4;6;2.5;Ear level;NORMAL
16;3;1;2;2.8;Ear level;NORMAL
16;3;4;6;2;Ear level;NORMAL
16;3;3;4.2;1.7;Ear level;NORMAL
16;3;4;6;1;Ear level;NORMAL
16;3;2;2.9;1.2;Ear level;NORMAL
16;3;2;2.9;1;Ear level;NORMAL
16;3;2;2.9;1.5;Ear level;NORMAL
16;3;3;4.2;1.2;Ear level;NORMAL
16;3;1;2;1;Ear level;NORMAL
16;3;1;2;1.3;Ear level;NORMAL
16;3;1;2;1;Ear level;NORMAL
16;3;3;4.2;1.5;Ear level;NORMAL
16;3;4;6;1.2;Ear level;NORMAL
16;3;4;6;1.8;Ear level;NORMAL
16;3;1;2;1.4;Ear level;NORMAL
16;3;3;4.2;1;Ear level;NORMAL
16;5;4;6;1.2;Ear level;ROVED
16;5;2;2.9;1;Ear level;ROVED
16;5;4;6;2;Ear level;ROVED
16;5;4;6;1.5;Ear level;ROVED
16;5;4;6;1.8;Ear level;ROVED
16;5;3;4.2;1.8;Ear level;ROVED
16;5;1;2;1.5;Ear level;ROVED
16;5;2;2.9;1;Ear level;ROVED
16;5;1;2;1;Ear level;ROVED
16;5;1;2;1.4;Ear level;ROVED
16;5;3;4.2;1.3;Ear level;ROVED
16;5;3;4.2;1.2;Ear level;ROVED
16;5;3;4.2;1.5;Ear level;ROVED
16;5;1;2;1.3;Ear level;ROVED
16;5;2;2.9;1.5;Ear level;ROVED
16;5;2;2.9;1.2;Ear level;ROVED
16;5;1;2;1;Ear level;ROVED
16;5;4;6;1.5;Ear level;ROVED
16;5;4;6;2;Ear level;ROVED
16;5;3;4.2;1.3;Ear level;ROVED
16;0;3;4.2;2.5;Floor level;NORMAL
16;0;1;2;0.4;Floor level;NORMAL
16;0;2;2.9;1;Floor level;NORMAL
16;0;4;6;4;Floor level;NORMAL
16;0;4;6;5;Floor level;NORMAL
16;0;3;4.2;3;Floor level;NORMAL
16;0;3;4.2;3;Floor level;NORMAL
16;0;4;6;5;Floor level;NORMAL
16;0;3;4.2;2;Floor level;NORMAL
16;0;3;4.2;2;Floor level;NORMAL
16;0;2;2.9;4;Floor level;NORMAL
