subject;block;trial;target_distance;percived_distance;condition;type
5;2;3;4.2;2.5;Floor level;ROVED
5;2;3;4.2;2;Floor level;ROVED
5;2;2;2.9;1.5;Floor level;ROVED
5;2;2;2.9;2;Floor level;ROVED
5;2;1;2;1;Floor level;ROVED
5;2;1;2;1.5;Floor level;ROVED
5;2;1;2;1;Floor level;ROVED
5;2;3;4.2;3;Floor level;ROVED
5;2;1;2;1.5;Floor level;ROVED
5;2;3;4.2;2;Floor level;ROVED
5;2;3;4.2;2.5;Floor level;ROVED
5;2;2;2.9;2;Floor level;ROVED
5;2;4;6;2.5;Floor level;ROVED
5;2;2;2.9;2;Floor level;ROVED
5;2;4;6;2.5;Floor level;ROVED
5;2;1;2;1;Floor level;ROVED
5;2;2;2.9;2;Floor level;ROVED
5;2;4;6;3;Floor level;ROVED
5;2;3;4.2;3;Floor level;ROVED
5;2;4;6;2.5;Floor level;ROVED
6;3;1;2;1;Ear level;NORMAL
6;3;2;2.9;1;Ear level;NORMAL
6;3;1;2;2;Ear level;NORMAL
6;3;3;4.2;1;Ear level;NORMAL
6;3;3;4.2;1;Ear level;NORMAL
6;3;1;2;2;Ear level;NORMAL
6;3;3;4.2;2;Ear level;NORMAL
6;3;3;4.2;1;Ear level;NORMAL
6;3;2;2.9;1;Ear level;NORMAL
6;3;4;6;2;Ear level;NORMAL
6;3;4;6;2;Ear level;NORMAL
6;3;1;2;1;Ear level;NORMAL
6;3;1;2;1;Ear level;NORMAL
6;3;2;2.9;2;Ear level;NORMAL
6;3;4;6;3;Ear level;NORMAL
6;3;3;4.2;2;Ear level;NORMAL
6;3;2;2.9;1;Ear level;NORMAL
6;3;4;6;2;Ear level;NORMAL
6;3;4;6;2;Ear level;NORMAL
6;3;2;2.9;1;Ear level;NORMAL
6;5;3;4.2;1;Ear level;ROVED
6;5;2;2.9;3;Ear level;ROVED
6;5;4;6;1;Ear level;ROVED
6;5;4;6;2;Ear level;ROVED
6;5;4;6;2;Ear level;ROVED
6;5;3;4.2;1;Ear level;ROVED
6;5;3;4.2;3;Ear level;ROVED
6;5;4;6;3;Ear level;ROVED
6;5;3;4.2;1;Ear level;ROVED
6;5;1;2;3;Ear level;ROVED
6;5;3;4.2;3;Ear level;ROVED
6;5;3;4.2;2;Ear level;ROVED
6;5;1;2;1;Ear level;ROVED
6;5;2;2.9;1;Ear level;ROVED
6;5;2;2.9;1;Ear level;ROVED
6;5;1;2;2;Ear level;ROVED
6;5;2;2.9;3;Ear level;ROVED
6;5;1;2;3;Ear level;ROVED
6;5;4;6;3;Ear level;ROVED
6;5;2;2.9;3;Ear level;ROVED
6;0;2;2.9;1;Floor level;NORMAL
6;0;3;4.2;2;Floor level;NORMAL
6;0;3;4.2;2.3;Floor level;NORMAL
6;0;3;4.2;3;Floor level;NORMAL
6;0;2;2.9;3;Floor level;NORMAL
6;0;3;4.2;3.5;Floor level;NORMAL
6;0;1;2;1;Floor level;NORMAL
6;0;4;6;3;Floor level;NORMAL
6;0;2;2.9;2;Floor level;NORMAL
6;0;1;2;1;Floor level;NORMAL
6;0;2;2.9;2;Floor level;NORMAL
6;0;2;2.9;2;Floor level;NORMAL
6;0;4;6;3;Floor level;NORMAL
6;0;2;2.9;2;Floor level;NORMAL
6;0;1;2;1;Floor level;NORMAL
6;0;4;6;3;Floor level;NORMAL
6;0;1;2;1;Floor level;NORMAL
6;0;4;6;3;Floor level;NORMAL
6;0;4;6;3.5;Floor level;NORMAL
6;0;3;4.2;2;Floor level;NORMAL
6;2;4;6;3;Floor level;ROVED
6;2;3;4.2;3;Floor level;ROVED
6;2;2;2.9;3;Floor level;ROVED
6;2;4;6;2;Floor level;ROVED
6;2;2;2.9;2;Floor level;ROVED
6;2;4;6;3;Floor level;ROVED
6;2;4;6;3;Floor level;ROVED
6;2;2;2.9;2;Floor level;ROVED
6;2;3;4.2;3;Floor level;ROVED
6;2;3;4.2;3;Floor level;ROVED
6;2;1;2;1;Floor level;ROVED
6;2;4;6;3;Floor level;ROVED
6;2;4;6;3;Floor level;ROVED
6;2;1;2;1;Floor level;ROVED
6;2;3;4.2;3;Floor level;ROVED
6;2;1;2;2;Floor level;ROVED
6;2;2;2.9;2;Floor level;ROVED
6;2;1;2;1;Floor level;ROVED
6;2;3;4.2;3;Floor level;ROVED
6;2;2;2.9;2;Floor level;ROVED
7;3;2;2.9;1;Ear level;NORMAL
7;3;3;4.2;2;Ear level;NORMAL
7;3;2;2.9;1.5;Ear level;NORMAL
7;3;1;2;1;Ear level;NORMAL
7;3;4;6;3;Ear level;NORMAL
7;3;4;6;4;Ear level;NORMAL
7;3;1;2;1.5;Ear level;NORMAL
7;3;3;4.2;1;Ear level;NORMAL
7;3;2;2.9;1.5;Ear level;NORMAL
7;3;3;4.2;2;Ear level;NORMAL
7;3;1;2;1.5;Ear level;NORMAL
7;3;4;6;2.5;Ear level;NORMAL
7;3;1;2;1.5;Ear level;NORMAL
7;3;2;2.9;1;Ear level;NORMAL
7;3;4;6;3;Ear level;NORMAL
7;3;1;2;1;Ear level;NORMAL
7;3;3;4.2;2;Ear level;NORMAL
7;3;3;4.2;2;Ear level;NORMAL
7;3;4;6;3;Ear level;NORMAL
7;3;2;2.9;1.5;Ear level;NORMAL
7;5;4;6;3;Ear level;ROVED
7;5;3;4.2;4;Ear level;ROVED
7;5;4;6;3;Ear level;ROVED
7;5;2;2.9;2;Ear level;ROVED
7;5;2;2.9;2.5;Ear level;ROVED
7;5;3;4.2;3;Ear level;ROVED
7;5;1;2;2;Ear level;ROVED
7;5;2;2.9;2;Ear level;ROVED
7;5;1;2;2;Ear level;ROVED
7;5;4;6;3;Ear level;ROVED
7;5;2;2.9;2;Ear level;ROVED
7;5;3;4.2;3.5;Ear level;ROVED
7;5;1;2;3;Ear level;ROVED
7;5;1;2;2;Ear level;ROVED
7;5;4;6;3;Ear level;ROVED
7;5;4;6;3;Ear level;ROVED
7;5;1;2;2;Ear level;ROVED
7;5;3;4.2;2;Ear level;ROVED
7;5;3;4.2;3;Ear level;ROVED
7;5;4;6;2;Ear level;ROVED
7;0;3;4.2;2;Floor level;NORMAL
7;0;4;6;3;Floor level;NORMAL
7;0;2;2.9;1;Floor level;NORMAL
7;0;3;4.2;1;Floor level;NORMAL
7;0;4;6;1.5;Floor level;NORMAL
7;0;1;2;1;Floor level;NORMAL
7;0;1;2;1.5;Floor level;NORMAL
7;0;3;4.2;2;Floor level;NORMAL
7;0;3;4.2;2;Floor level;NORMAL
7;0;1;2;1;Floor level;NORMAL
7;0;1;2;1;Floor level;NORMAL
7;0;2;2.9;2;Floor level;NORMAL
7;0;4;6;3;Floor level;NORMAL
7;0;4;6;3;Floor level;NORMAL
7;0;1;2;1;Floor level;NORMAL
7;0;2;2.9;1.5;Floor level;NORMAL
7;0;3;4.2;1.5;Floor level;NORMAL
7;0;2;2.9;2;Floor level;NORMAL
7;0;3;4.2;2.5;Floor level;NORMAL
7;0;4;6;2.5;Floor level;NORMAL
7;2;1;2;1;Floor level;ROVED
7;2;2;2.9;2;Floor level;ROVED
7;2;1;2;1;Floor level;ROVED
7;2;2;2.9;2;Floor level;ROVED
7;2;2;2.9;2.5;Floor level;ROVED
7;2;4;6;3;Floor level;ROVED
7;2;3;4.2;3.5;Floor level;ROVED
7;2;2;2.9;2;Floor level;ROVED
7;2;1;2;1.5;Floor level;ROVED
7;2;3;4.2;3;Floor level;ROVED
7;2;4;6;3.5;Floor level;ROVED
7;2;3;4.2;3;Floor level;ROVED
7;2;4;6;4.6;Floor level;ROVED
7;2;1;2;1.5;Floor level;ROVED
7;2;3;4.2;2;Floor level;ROVED
7;2;3;4.2;2.5;Floor level;ROVED
7;2;1;2;1;Floor level;ROVED
7;2;1;2;1;Floor level;ROVED
7;2;4;6;2;Floor level;ROVED
7;2;4;6;2.5;Floor level;ROVED
8;3;3;4.2;4;Ear level;NORMAL
8;3;1;2;3;Ear level;NORMAL
8;3;3;4.2;2;Ear level;NORMAL
8;3;3;4.2;2;Ear level;NORMAL
8;3;2;2.9;1;Ear level;NORMAL
8;3;1;2;1;Ear level;NORMAL
8;3;2;2.9;3;Ear level;NORMAL
8;3;4;6;4;Ear level;NORMAL
8;3;3;4.2;2;Ear level;NORMAL
8;3;4;6;3;Ear level;NORMAL
8;3;1;2;2;Ear level;NORMAL
8;3;4;6;3;Ear level;NORMAL
8;3;2;2.9;2;Ear level;NORMAL
8;3;1;2;1;Ear level;NORMAL
8;3;4;6;2;Ear level;NORMAL
8;3;4;6;3;Ear level;NORMAL
8;3;1;2;2;Ear level;NORMAL
8;3;2;2.9;1;Ear level;NORMAL
8;3;2;2.9;2;Ear level;NORMAL
8;3;3;4.2;3;Ear level;NORMAL
8;5;1;2;4;Ear level;ROVED
8;5;2;2.9;6;Ear level;ROVED
8;5;3;4.2;2;Ear level;ROVED
8;5;1;2;1;Ear level;ROVED
8;5;4;6;5;Ear level;ROVED
8;5;1;2;1;Ear level;ROVED
8;5;2;2.9;2;Ear level;ROVED
8;5;2;2.9;1;Ear level;ROVED
8;5;3;4.2;4;Ear level;ROVED
8;5;4;6;2;Ear level;ROVED
8;5;3;4.2;3;Ear level;ROVED
8;5;1;2;1;Ear level;ROVED
8;5;2;2.9;1;Ear level;ROVED
8;5;2;2.9;2;Ear level;ROVED
8;5;1;2;1;Ear level;ROVED
8;5;3;4.2;3;Ear level;ROVED
8;5;4;6;4;Ear level;ROVED
8;5;4;6;3;Ear level;ROVED
8;5;4;6;2;Ear level;ROVED
8;5;1;2;1;Ear level;ROVED
8;0;4;6;5;Floor level;NORMAL
8;0;4;6;2;Floor level;NORMAL
8;0;3;4.2;2;Floor level;NORMAL
8;0;2;2.9;3;Floor level;NORMAL
8;0;3;4.2;2;Floor level;NORMAL
8;0;4;6;4;Floor level;NORMAL
8;0;3;4.2;2;Floor level;NORMAL
8;0;4;6;5;Floor level;NORMAL
8;0;2;2.9;2;Floor level;NORMAL
8;0;1;2;2;Floor level;NORMAL
8;0;1;2;2;Floor level;NORMAL
8;0;4;6;4;Floor level;NORMAL
8;0;2;2.9;4;Floor level;NORMAL
8;0;1;2;2;Floor level;NORMAL
8;0;1;2;1;Floor level;NORMAL
8;0;4;6;5;Floor level;NORMAL
8;0;2;2.9;2;Floor level;NORMAL
8;0;2;2.9;4;Floor level;NORMAL
8;0;1;2;1;Floor level;NORMAL
8;0;3;4.2;5;Floor level;NORMAL
8;2;2;2.9;3;Floor level;ROVED
8;2;4;6;2;Floor level;ROVED
8;2;4;6;4;Floor level;ROVED
8;2;1;2;5;Floor level;ROVED
8;2;3;4.2;3;Floor level;ROVED
8;2;2;2.9;2;Floor level;ROVED
