nsub,bloque,altura,condicion,itrial,distancia,respuesta
22.0,5.0,1.0,2.0,3.0,4.2,2.0
22.0,5.0,1.0,2.0,4.0,6.0,1.5
22.0,5.0,1.0,2.0,1.0,2.0,1.0
22.0,5.0,1.0,2.0,2.0,2.9,1.5
22.0,5.0,1.0,2.0,1.0,2.0,1.2
22.0,5.0,1.0,2.0,2.0,2.9,2.0
22.0,5.0,1.0,2.0,4.0,6.0,4.0
22.0,5.0,1.0,2.0,2.0,2.9,2.0
22.0,5.0,1.0,2.0,3.0,4.2,3.1
22.0,5.0,1.0,2.0,2.0,2.9,2.0
22.0,5.0,1.0,2.0,1.0,2.0,1.5
22.0,5.0,1.0,2.0,3.0,4.2,2.0
22.0,5.0,1.0,2.0,4.0,6.0,3.0
22.0,5.0,1.0,2.0,4.0,6.0,2.5
22.0,5.0,1.0,2.0,2.0,2.9,1.5
22.0,5.0,1.0,2.0,1.0,2.0,1.0
22.0,5.0,1.0,2.0,3.0,4.2,3.0
22.0,5.0,1.0,2.0,3.0,4.2,4.5
22.0,5.0,1.0,2.0,4.0,6.0,3.5
22.0,5.0,1.0,2.0,3.0,4.2,2.0
