nsub,bloque,altura,condicion,itrial,distancia,respuesta
20.0,0.0,0.0,0.0,4.0,6.0,4.0
20.0,0.0,0.0,0.0,4.0,6.0,5.0
20.0,0.0,0.0,0.0,4.0,6.0,5.0
20.0,0.0,0.0,0.0,2.0,2.9,3.0
20.0,0.0,0.0,0.0,1.0,2.0,2.0
20.0,0.0,0.0,0.0,2.0,2.9,3.0
20.0,0.0,0.0,0.0,4.0,6.0,6.0
20.0,0.0,0.0,0.0,2.0,2.9,2.5
20.0,0.0,0.0,0.0,1.0,2.0,1.2
20.0,0.0,0.0,0.0,3.0,4.2,4.0
20.0,0.0,0.0,0.0,3.0,4.2,3.0
20.0,0.0,0.0,0.0,1.0,2.0,1.9
20.0,0.0,0.0,0.0,1.0,2.0,2.0
20.0,0.0,0.0,0.0,4.0,6.0,6.0
20.0,0.0,0.0,0.0,1.0,2.0,1.2
20.0,0.0,0.0,0.0,4.0,6.0,6.0
20.0,0.0,0.0,0.0,2.0,2.9,3.5
20.0,0.0,0.0,0.0,3.0,4.2,4.2
20.0,0.0,0.0,0.0,2.0,2.9,3.0
20.0,0.0,0.0,0.0,3.0,4.2,2.2
