nsub,bloque,altura,condicion,itrial,distancia,respuesta
3.0,2.0,0.0,2.0,1.0,2.0,4.0
3.0,2.0,0.0,2.0,4.0,6.0,2.0
3.0,2.0,0.0,2.0,1.0,2.0,1.0
3.0,2.0,0.0,2.0,3.0,4.2,3.0
3.0,2.0,0.0,2.0,4.0,6.0,2.0
3.0,2.0,0.0,2.0,2.0,2.9,3.0
3.0,2.0,0.0,2.0,3.0,4.2,5.0
3.0,2.0,0.0,2.0,4.0,6.0,15.0
3.0,2.0,0.0,2.0,3.0,4.2,12.0
3.0,2.0,0.0,2.0,1.0,2.0,4.0
3.0,2.0,0.0,2.0,3.0,4.2,6.0
3.0,2.0,0.0,2.0,2.0,2.9,7.0
3.0,2.0,0.0,2.0,4.0,6.0,3.0
3.0,2.0,0.0,2.0,2.0,2.9,4.0
3.0,2.0,0.0,2.0,2.0,2.9,8.0
3.0,2.0,0.0,2.0,3.0,4.2,2.0
3.0,2.0,0.0,2.0,1.0,2.0,3.0
3.0,2.0,0.0,2.0,1.0,2.0,4.0
3.0,2.0,0.0,2.0,4.0,6.0,13.0
3.0,2.0,0.0,2.0,1.0,2.0,7.0
