nsub,bloque,altura,condicion,itrial,distancia,respuesta
15.0,3.0,1.0,0.0,2.0,2.9,1.15
15.0,3.0,1.0,0.0,3.0,4.2,2.0
15.0,3.0,1.0,0.0,2.0,2.9,1.27
15.0,3.0,1.0,0.0,4.0,6.0,2.7
15.0,3.0,1.0,0.0,1.0,2.0,1.9
15.0,3.0,1.0,0.0,4.0,6.0,3.05
15.0,3.0,1.0,0.0,3.0,4.2,2.8
15.0,3.0,1.0,0.0,4.0,6.0,3.6
15.0,3.0,1.0,0.0,2.0,2.9,1.7
15.0,3.0,1.0,0.0,2.0,2.9,2.15
15.0,3.0,1.0,0.0,2.0,2.9,1.97
15.0,3.0,1.0,0.0,3.0,4.2,2.1
15.0,3.0,1.0,0.0,1.0,2.0,1.3
15.0,3.0,1.0,0.0,1.0,2.0,1.0
15.0,3.0,1.0,0.0,1.0,2.0,1.34
15.0,3.0,1.0,0.0,3.0,4.2,2.85
15.0,3.0,1.0,0.0,4.0,6.0,3.1
15.0,3.0,1.0,0.0,4.0,6.0,3.5
15.0,3.0,1.0,0.0,1.0,2.0,2.1
15.0,3.0,1.0,0.0,3.0,4.2,2.8
