nsub,bloque,altura,condicion,itrial,distancia,respuesta
15.0,5.0,1.0,2.0,4.0,6.0,4.0
15.0,5.0,1.0,2.0,2.0,2.9,1.0
15.0,5.0,1.0,2.0,4.0,6.0,2.2
15.0,5.0,1.0,2.0,4.0,6.0,2.1
15.0,5.0,1.0,2.0,4.0,6.0,3.5
15.0,5.0,1.0,2.0,3.0,4.2,1.3
15.0,5.0,1.0,2.0,1.0,2.0,4.2
15.0,5.0,1.0,2.0,2.0,2.9,1.4
15.0,5.0,1.0,2.0,1.0,2.0,2.9
15.0,5.0,1.0,2.0,1.0,2.0,3.5
15.0,5.0,1.0,2.0,3.0,4.2,2.8
15.0,5.0,1.0,2.0,3.0,4.2,3.15
15.0,5.0,1.0,2.0,3.0,4.2,3.8
15.0,5.0,1.0,2.0,1.0,2.0,3.7
15.0,5.0,1.0,2.0,2.0,2.9,3.5
15.0,5.0,1.0,2.0,2.0,2.9,2.1
15.0,5.0,1.0,2.0,1.0,2.0,1.9
15.0,5.0,1.0,2.0,4.0,6.0,3.2
15.0,5.0,1.0,2.0,4.0,6.0,3.2
15.0,5.0,1.0,2.0,3.0,4.2,3.9
