nsub,bloque,altura,condicion,itrial,distancia,respuesta
21.0,0.0,0.0,0.0,1.0,2.0,2.0
21.0,0.0,0.0,0.0,1.0,2.0,2.0
21.0,0.0,0.0,0.0,1.0,2.0,2.0
21.0,0.0,0.0,0.0,2.0,2.9,3.0
21.0,0.0,0.0,0.0,4.0,6.0,5.0
21.0,0.0,0.0,0.0,1.0,2.0,2.0
21.0,0.0,0.0,0.0,1.0,2.0,2.0
21.0,0.0,0.0,0.0,3.0,4.2,3.5
21.0,0.0,0.0,0.0,4.0,6.0,4.6
21.0,0.0,0.0,0.0,2.0,2.9,2.3
21.0,0.0,0.0,0.0,3.0,4.2,4.5
21.0,0.0,0.0,0.0,3.0,4.2,4.2
21.0,0.0,0.0,0.0,3.0,4.2,3.5
21.0,0.0,0.0,0.0,4.0,6.0,5.3
21.0,0.0,0.0,0.0,2.0,2.9,3.0
21.0,0.0,0.0,0.0,3.0,4.2,4.3
21.0,0.0,0.0,0.0,2.0,2.9,2.4
21.0,0.0,0.0,0.0,2.0,2.9,3.2
21.0,0.0,0.0,0.0,1.0,2.0,2.0
21.0,0.0,0.0,0.0,4.0,6.0,6.7
