nsub,bloque,altura,condicion,itrial,distancia,respuesta
7.0,0.0,0.0,0.0,3.0,4.2,2.0
7.0,0.0,0.0,0.0,4.0,6.0,3.0
7.0,0.0,0.0,0.0,2.0,2.9,1.0
7.0,0.0,0.0,0.0,3.0,4.2,1.0
7.0,0.0,0.0,0.0,4.0,6.0,1.5
7.0,0.0,0.0,0.0,1.0,2.0,1.0
7.0,0.0,0.0,0.0,1.0,2.0,1.5
7.0,0.0,0.0,0.0,3.0,4.2,2.0
7.0,0.0,0.0,0.0,3.0,4.2,2.0
7.0,0.0,0.0,0.0,1.0,2.0,1.0
7.0,0.0,0.0,0.0,1.0,2.0,1.0
7.0,0.0,0.0,0.0,2.0,2.9,2.0
7.0,0.0,0.0,0.0,4.0,6.0,3.0
7.0,0.0,0.0,0.0,4.0,6.0,3.0
7.0,0.0,0.0,0.0,1.0,2.0,1.0
7.0,0.0,0.0,0.0,2.0,2.9,1.5
7.0,0.0,0.0,0.0,3.0,4.2,1.5
7.0,0.0,0.0,0.0,2.0,2.9,2.0
7.0,0.0,0.0,0.0,3.0,4.2,2.5
7.0,0.0,0.0,0.0,4.0,6.0,2.5
