nsub,bloque,altura,condicion,itrial,distancia,respuesta
1.0,5.0,1.0,2.0,2.0,2.9,0.1
1.0,5.0,1.0,2.0,2.0,2.9,0.1
1.0,5.0,1.0,2.0,3.0,4.2,0.25
1.0,5.0,1.0,2.0,1.0,2.0,0.1
1.0,5.0,1.0,2.0,3.0,4.2,1.0
1.0,5.0,1.0,2.0,3.0,4.2,0.5
1.0,5.0,1.0,2.0,3.0,4.2,0.55
1.0,5.0,1.0,2.0,2.0,2.9,0.45
1.0,5.0,1.0,2.0,4.0,6.0,1.0
1.0,5.0,1.0,2.0,1.0,2.0,0.2
1.0,5.0,1.0,2.0,4.0,6.0,0.6
1.0,5.0,1.0,2.0,2.0,2.9,0.6
1.0,5.0,1.0,2.0,3.0,4.2,0.55
1.0,5.0,1.0,2.0,4.0,6.0,0.65
1.0,5.0,1.0,2.0,4.0,6.0,0.35
1.0,5.0,1.0,2.0,2.0,2.9,0.35
1.0,5.0,1.0,2.0,1.0,2.0,0.2
1.0,5.0,1.0,2.0,1.0,2.0,0.1
1.0,5.0,1.0,2.0,2.0,2.9,0.05
1.0,5.0,1.0,2.0,1.0,2.0,0.05
