nsub,bloque,altura,condicion,itrial,distancia,respuesta
10.0,5.0,1.0,2.0,3.0,4.2,1.0
10.0,5.0,1.0,2.0,3.0,4.2,0.5
10.0,5.0,1.0,2.0,2.0,2.9,4.0
10.0,5.0,1.0,2.0,2.0,2.9,6.0
10.0,5.0,1.0,2.0,1.0,2.0,5.0
10.0,5.0,1.0,2.0,2.0,2.9,7.0
10.0,5.0,1.0,2.0,4.0,6.0,3.0
10.0,5.0,1.0,2.0,1.0,2.0,6.8
10.0,5.0,1.0,2.0,1.0,2.0,2.0
10.0,5.0,1.0,2.0,3.0,4.2,1.0
10.0,5.0,1.0,2.0,2.0,2.9,1.0
10.0,5.0,1.0,2.0,3.0,4.2,6.5
10.0,5.0,1.0,2.0,1.0,2.0,6.0
10.0,5.0,1.0,2.0,4.0,6.0,7.0
10.0,5.0,1.0,2.0,2.0,2.9,1.0
10.0,5.0,1.0,2.0,4.0,6.0,4.5
10.0,5.0,1.0,2.0,3.0,4.2,7.0
10.0,5.0,1.0,2.0,4.0,6.0,0.8
10.0,5.0,1.0,2.0,4.0,6.0,3.0
10.0,5.0,1.0,2.0,3.0,4.2,3.8
