nsub,bloque,altura,condicion,itrial,distancia,respuesta
21.0,2.0,0.0,2.0,3.0,4.2,4.3
21.0,2.0,0.0,2.0,2.0,2.9,2.0
21.0,2.0,0.0,2.0,3.0,4.2,2.2
21.0,2.0,0.0,2.0,4.0,6.0,2.5
21.0,2.0,0.0,2.0,4.0,6.0,5.2
21.0,2.0,0.0,2.0,3.0,4.2,2.3
21.0,2.0,0.0,2.0,3.0,4.2,4.0
21.0,2.0,0.0,2.0,2.0,2.9,2.3
21.0,2.0,0.0,2.0,4.0,6.0,5.5
21.0,2.0,0.0,2.0,4.0,6.0,6.5
21.0,2.0,0.0,2.0,1.0,2.0,2.0
21.0,2.0,0.0,2.0,3.0,4.2,3.2
21.0,2.0,0.0,2.0,3.0,4.2,4.7
21.0,2.0,0.0,2.0,1.0,2.0,1.9
21.0,2.0,0.0,2.0,2.0,2.9,2.0
21.0,2.0,0.0,2.0,1.0,2.0,2.0
21.0,2.0,0.0,2.0,2.0,2.9,2.4
21.0,2.0,0.0,2.0,1.0,2.0,2.0
21.0,2.0,0.0,2.0,2.0,2.9,2.0
21.0,2.0,0.0,2.0,1.0,2.0,2.0
