nsub,bloque,altura,condicion,itrial,distancia,respuesta
2.0,5.0,1.0,2.0,3.0,4.2,1.3
2.0,5.0,1.0,2.0,3.0,4.2,1.9
2.0,5.0,1.0,2.0,1.0,2.0,1.5
2.0,5.0,1.0,2.0,3.0,4.2,0.4
2.0,5.0,1.0,2.0,2.0,2.9,0.5
2.0,5.0,1.0,2.0,4.0,6.0,1.6
2.0,5.0,1.0,2.0,4.0,6.0,1.0
2.0,5.0,1.0,2.0,1.0,2.0,1.4
2.0,5.0,1.0,2.0,2.0,2.9,1.5
2.0,5.0,1.0,2.0,2.0,2.9,1.0
2.0,5.0,1.0,2.0,2.0,2.9,1.6
2.0,5.0,1.0,2.0,1.0,2.0,0.4
2.0,5.0,1.0,2.0,3.0,4.2,1.3
2.0,5.0,1.0,2.0,3.0,4.2,1.6
2.0,5.0,1.0,2.0,2.0,2.9,1.0
2.0,5.0,1.0,2.0,3.0,4.2,1.6
2.0,5.0,1.0,2.0,4.0,6.0,1.6
2.0,5.0,1.0,2.0,4.0,6.0,1.0
2.0,5.0,1.0,2.0,4.0,6.0,1.0
2.0,5.0,1.0,2.0,1.0,2.0,1.4
