nsub,bloque,altura,condicion,itrial,distancia,respuesta
1.0,2.0,0.0,2.0,3.0,4.2,0.3
1.0,2.0,0.0,2.0,3.0,4.2,0.3
1.0,2.0,0.0,2.0,2.0,2.9,0.25
1.0,2.0,0.0,2.0,4.0,6.0,0.25
1.0,2.0,0.0,2.0,3.0,4.2,0.3
1.0,2.0,0.0,2.0,1.0,2.0,0.15
1.0,2.0,0.0,2.0,2.0,2.9,0.15
1.0,2.0,0.0,2.0,3.0,4.2,0.25
1.0,2.0,0.0,2.0,4.0,6.0,0.35
1.0,2.0,0.0,2.0,1.0,2.0,0.16
1.0,2.0,0.0,2.0,1.0,2.0,0.16
1.0,2.0,0.0,2.0,2.0,2.9,0.2
1.0,2.0,0.0,2.0,2.0,2.9,0.25
1.0,2.0,0.0,2.0,4.0,6.0,0.3
1.0,2.0,0.0,2.0,3.0,4.2,0.35
1.0,2.0,0.0,2.0,1.0,2.0,0.05
1.0,2.0,0.0,2.0,4.0,6.0,0.1
1.0,2.0,0.0,2.0,3.0,4.2,0.1
1.0,2.0,0.0,2.0,2.0,2.9,0.15
1.0,2.0,0.0,2.0,1.0,2.0,0.06
