nsub,bloque,altura,condicion,itrial,distancia,respuesta
19.0,5.0,1.0,2.0,4.0,6.0,1.0
19.0,5.0,1.0,2.0,3.0,4.2,0.5
19.0,5.0,1.0,2.0,3.0,4.2,10.0
19.0,5.0,1.0,2.0,3.0,4.2,0.3
19.0,5.0,1.0,2.0,2.0,2.9,11.0
19.0,5.0,1.0,2.0,1.0,2.0,10.5
19.0,5.0,1.0,2.0,2.0,2.9,12.0
19.0,5.0,1.0,2.0,1.0,2.0,0.3
19.0,5.0,1.0,2.0,3.0,4.2,4.0
19.0,5.0,1.0,2.0,2.0,2.9,11.0
19.0,5.0,1.0,2.0,1.0,2.0,2.0
19.0,5.0,1.0,2.0,2.0,2.9,3.5
19.0,5.0,1.0,2.0,3.0,4.2,6.0
19.0,5.0,1.0,2.0,4.0,6.0,10.0
19.0,5.0,1.0,2.0,4.0,6.0,8.0
19.0,5.0,1.0,2.0,4.0,6.0,1.0
19.0,5.0,1.0,2.0,1.0,2.0,0.5
19.0,5.0,1.0,2.0,4.0,6.0,5.0
19.0,5.0,1.0,2.0,1.0,2.0,13.0
19.0,5.0,1.0,2.0,4.0,6.0,7.0
